['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']

36.0 , 4066.15384615 , 4365.12820513 , 3853.33333333 , 4208.71794872 , 4188.71794872 , 4084.1025641 , 4515.8974359 , 4032.82051282 , 4449.74358974 , 4233.84615385 , 4348.71794872 , 4176.41025641 , 4221.02564103 , 4167.69230769 , 1679.0 , 1745.0 , 22.872 , 0.0 , 0.0 , 0.0 , 0.0 , 

37.0 , 4089.74358974 , 4361.02564103 , 3853.33333333 , 4194.35897436 , 4179.48717949 , 4058.97435897 , 4516.41025641 , 4036.92307692 , 4433.84615385 , 4240.51282051 , 4349.74358974 , 4156.92307692 , 4217.43589744 , 4172.30769231 , 1680.0 , 1745.0 , 22.88 , 0.0 , 0.0 , 0.0 , 0.0 , 

38.0 , 4128.20512821 , 4360.0 , 3869.23076923 , 4200.51282051 , 4185.12820513 , 4027.69230769 , 4493.33333333 , 4036.41025641 , 4416.92307692 , 4240.51282051 , 4373.33333333 , 4165.64102564 , 4239.48717949 , 4175.38461538 , 1682.0 , 1744.0 , 22.887 , 0.0 , 0.0 , 0.0 , 0.0 , 

39.0 , 4107.69230769 , 4357.43589744 , 3858.97435897 , 4203.07692308 , 4183.58974359 , 4034.35897436 , 4502.05128205 , 4031.79487179 , 4437.94871795 , 4233.84615385 , 4373.84615385 , 4172.30769231 , 4246.66666667 , 4166.66666667 , 1680.0 , 1745.0 , 22.895 , 0.0 , 0.0 , 0.0 , 0.0 , 

40.0 , 4075.38461538 , 4363.58974359 , 3849.23076923 , 4207.69230769 , 4186.66666667 , 4087.69230769 , 4521.53846154 , 4035.38461538 , 4450.76923077 , 4234.87179487 , 4329.74358974 , 4150.76923077 , 4232.30769231 , 4167.17948718 , 1679.0 , 1745.0 , 22.903 , 0.0 , 0.0 , 0.0 , 0.0 , 

41.0 , 4104.1025641 , 4363.07692308 , 3852.30769231 , 4203.07692308 , 4182.05128205 , 4056.92307692 , 4503.07692308 , 4037.94871795 , 4457.94871795 , 4238.46153846 , 4348.71794872 , 4166.15384615 , 4248.20512821 , 4183.58974359 , 1681.0 , 1744.0 , 22.911 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 4110.25641026 , 4355.8974359 , 3856.41025641 , 4191.28205128 , 4176.92307692 , 4042.56410256 , 4496.41025641 , 4031.28205128 , 4424.61538462 , 4236.92307692 , 4365.64102564 , 4171.28205128 , 4228.20512821 , 4173.84615385 , 1680.0 , 1744.0 , 22.918 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 4067.69230769 , 4361.02564103 , 3856.92307692 , 4206.66666667 , 4191.28205128 , 4077.94871795 , 4510.25641026 , 4036.41025641 , 4379.48717949 , 4235.8974359 , 4349.74358974 , 4168.71794872 , 4195.8974359 , 4173.33333333 , 1682.0 , 1745.0 , 22.925 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 4078.46153846 , 4361.53846154 , 3850.76923077 , 4205.12820513 , 4183.07692308 , 4069.74358974 , 4503.58974359 , 4038.97435897 , 4417.94871795 , 4234.87179487 , 4356.92307692 , 4164.61538462 , 4225.12820513 , 4171.79487179 , 1681.0 , 1745.0 , 22.934 , 0.0 , 0.0 , 0.0 , 0.0 , 

45.0 , 4113.33333333 , 4358.46153846 , 3850.25641026 , 4193.33333333 , 4177.43589744 , 4073.84615385 , 4499.48717949 , 4032.82051282 , 4446.66666667 , 4236.92307692 , 4338.46153846 , 4146.66666667 , 4234.87179487 , 4159.48717949 , 1679.0 , 1745.0 , 22.942 , 0.0 , 0.0 , 0.0 , 0.0 , 

46.0 , 4110.76923077 , 4352.30769231 , 3857.43589744 , 4194.87179487 , 4186.15384615 , 4061.02564103 , 4492.82051282 , 4033.33333333 , 4431.28205128 , 4236.92307692 , 4341.02564103 , 4163.07692308 , 4240.51282051 , 4188.20512821 , 1681.0 , 1744.0 , 22.95 , 0.0 , 0.0 , 0.0 , 0.0 , 

47.0 , 4096.41025641 , 4353.84615385 , 3860.0 , 4198.46153846 , 4183.07692308 , 4041.53846154 , 4492.30769231 , 4031.79487179 , 4414.87179487 , 4233.84615385 , 4367.69230769 , 4158.46153846 , 4241.53846154 , 4202.05128205 , 1680.0 , 1745.0 , 22.958 , 0.0 , 0.0 , 0.0 , 0.0 , 

48.0 , 4090.76923077 , 4365.12820513 , 3850.76923077 , 4205.64102564 , 4185.64102564 , 4059.48717949 , 4506.15384615 , 4036.41025641 , 4396.92307692 , 4236.92307692 , 4378.97435897 , 4145.12820513 , 4234.87179487 , 4182.05128205 , 1681.0 , 1746.0 , 22.966 , 0.0 , 0.0 , 0.0 , 0.0 , 

49.0 , 4098.97435897 , 4357.43589744 , 3843.07692308 , 4197.43589744 , 4177.94871795 , 4055.8974359 , 4498.97435897 , 4040.0 , 4417.94871795 , 4238.46153846 , 4376.92307692 , 4162.05128205 , 4250.25641026 , 4159.48717949 , 1679.0 , 1744.0 , 22.973 , 0.0 , 0.0 , 0.0 , 0.0 , 

50.0 , 4093.84615385 , 4352.82051282 , 3855.8974359 , 4196.92307692 , 4181.53846154 , 4053.33333333 , 4494.35897436 , 4033.33333333 , 4410.25641026 , 4235.38461538 , 4325.12820513 , 4162.05128205 , 4211.28205128 , 4163.07692308 , 1680.0 , 1745.0 , 22.981 , 0.0 , 0.0 , 0.0 , 0.0 , 

51.0 , 4074.87179487 , 4362.05128205 , 3855.8974359 , 4208.71794872 , 4193.33333333 , 4070.76923077 , 4507.69230769 , 4035.8974359 , 4400.0 , 4233.33333333 , 4309.23076923 , 4165.12820513 , 4192.82051282 , 4203.58974359 , 1680.0 , 1744.0 , 22.99 , 0.0 , 0.0 , 0.0 , 0.0 , 

52.0 , 4088.20512821 , 4363.58974359 , 3840.0 , 4201.53846154 , 4176.92307692 , 4074.35897436 , 4510.76923077 , 4038.46153846 , 4404.1025641 , 4234.35897436 , 4347.17948718 , 4154.35897436 , 4213.84615385 , 4201.53846154 , 1681.0 , 1745.0 , 22.997 , 0.0 , 0.0 , 0.0 , 0.0 , 

53.0 , 4110.76923077 , 4358.97435897 , 3853.84615385 , 4199.48717949 , 4177.94871795 , 4062.05128205 , 4499.48717949 , 4036.92307692 , 4373.33333333 , 4237.94871795 , 4358.97435897 , 4144.61538462 , 4222.56410256 , 4179.48717949 , 1680.0 , 1745.0 , 23.005 , 0.0 , 0.0 , 0.0 , 0.0 , 

54.0 , 4114.35897436 , 4353.84615385 , 3860.51282051 , 4195.8974359 , 4182.56410256 , 4037.94871795 , 4489.23076923 , 4040.51282051 , 4389.74358974 , 4237.94871795 , 4361.53846154 , 4161.02564103 , 4246.15384615 , 4175.38461538 , 1680.0 , 1745.0 , 23.013 , 0.0 , 0.0 , 0.0 , 0.0 , 

55.0 , 4096.41025641 , 4355.38461538 , 3841.02564103 , 4192.30769231 , 4180.0 , 4030.76923077 , 4502.05128205 , 4037.43589744 , 4419.48717949 , 4236.41025641 , 4353.84615385 , 4153.84615385 , 4230.25641026 , 4169.23076923 , 1681.0 , 1744.0 , 23.02 , 0.0 , 0.0 , 0.0 , 0.0 , 

56.0 , 4086.66666667 , 4352.82051282 , 3844.1025641 , 4200.51282051 , 4186.66666667 , 4036.41025641 , 4494.87179487 , 4036.41025641 , 4398.46153846 , 4237.94871795 , 4353.33333333 , 4153.84615385 , 4214.35897436 , 4207.69230769 , 1680.0 , 1746.0 , 23.028 , 0.0 , 0.0 , 0.0 , 0.0 , 

57.0 , 4104.1025641 , 4354.35897436 , 3853.33333333 , 4193.33333333 , 4178.46153846 , 4046.66666667 , 4498.46153846 , 4039.48717949 , 4395.38461538 , 4236.92307692 , 4364.61538462 , 4168.71794872 , 4240.51282051 , 4219.48717949 , 1681.0 , 1745.0 , 23.036 , 0.0 , 0.0 , 0.0 , 0.0 , 

58.0 , 4104.1025641 , 4365.64102564 , 3850.25641026 , 4196.92307692 , 4183.58974359 , 4046.15384615 , 4515.38461538 , 4040.51282051 , 4394.35897436 , 4232.30769231 , 4352.82051282 , 4158.97435897 , 4242.56410256 , 4185.12820513 , 1679.0 , 1744.0 , 23.043 , 0.0 , 0.0 , 0.0 , 0.0 , 

59.0 , 4091.28205128 , 4355.38461538 , 3838.97435897 , 4198.46153846 , 4185.12820513 , 4010.76923077 , 4488.20512821 , 4046.15384615 , 4392.82051282 , 4235.8974359 , 4359.48717949 , 4158.97435897 , 4247.69230769 , 4184.61538462 , 1680.0 , 1745.0 , 23.052 , 0.0 , 0.0 , 0.0 , 0.0 , 

60.0 , 4089.74358974 , 4352.30769231 , 3841.53846154 , 4190.76923077 , 4182.05128205 , 4050.76923077 , 4498.46153846 , 4034.35897436 , 4391.79487179 , 4235.8974359 , 4368.71794872 , 4167.69230769 , 4233.84615385 , 4185.64102564 , 1680.0 , 1744.0 , 23.059 , 0.0 , 0.0 , 0.0 , 0.0 , 

61.0 , 4100.51282051 , 4361.53846154 , 3855.38461538 , 4198.46153846 , 4189.23076923 , 4074.35897436 , 4508.71794872 , 4036.41025641 , 4371.28205128 , 4234.87179487 , 4349.74358974 , 4166.15384615 , 4210.25641026 , 4198.97435897 , 1680.0 , 1745.0 , 23.066 , 0.0 , 0.0 , 0.0 , 0.0 , 

62.0 , 4094.35897436 , 4352.30769231 , 3841.53846154 , 4196.92307692 , 4176.92307692 , 4029.23076923 , 4483.58974359 , 4050.25641026 , 4391.79487179 , 4242.05128205 , 4362.05128205 , 4169.74358974 , 4236.41025641 , 4204.61538462 , 1681.0 , 1744.0 , 23.075 , 0.0 , 0.0 , 0.0 , 0.0 , 

63.0 , 4079.48717949 , 4354.35897436 , 3838.46153846 , 4200.51282051 , 4184.61538462 , 4054.87179487 , 4506.66666667 , 4036.41025641 , 4409.23076923 , 4236.92307692 , 4367.17948718 , 4167.17948718 , 4238.97435897 , 4191.28205128 , 1680.0 , 1745.0 , 23.083 , 0.0 , 0.0 , 0.0 , 0.0 , 

64.0 , 4101.02564103 , 4360.51282051 , 3846.66666667 , 4202.05128205 , 4190.76923077 , 4056.41025641 , 4501.02564103 , 4031.79487179 , 4371.28205128 , 4231.28205128 , 4342.05128205 , 4165.64102564 , 4209.23076923 , 4197.94871795 , 1680.0 , 1745.0 , 23.091 , 0.0 , 0.0 , 0.0 , 0.0 , 

65.0 , 4096.41025641 , 4353.84615385 , 3842.56410256 , 4194.35897436 , 4175.8974359 , 4053.84615385 , 4478.97435897 , 4038.46153846 , 4373.84615385 , 4239.48717949 , 4352.30769231 , 4172.82051282 , 4222.05128205 , 4193.33333333 , 1681.0 , 1745.0 , 23.099 , 0.0 , 0.0 , 0.0 , 0.0 , 

66.0 , 4079.48717949 , 4357.43589744 , 3840.0 , 4198.46153846 , 4186.66666667 , 4068.20512821 , 4515.38461538 , 4047.17948718 , 4397.94871795 , 4241.53846154 , 4362.56410256 , 4169.23076923 , 4235.38461538 , 4191.28205128 , 1680.0 , 1744.0 , 23.106 , 0.0 , 0.0 , 0.0 , 0.0 , 

67.0 , 4103.58974359 , 4356.92307692 , 3844.61538462 , 4198.97435897 , 4185.64102564 , 4050.76923077 , 4494.35897436 , 4046.15384615 , 4391.28205128 , 4236.92307692 , 4352.82051282 , 4169.23076923 , 4228.20512821 , 4197.94871795 , 1679.0 , 1745.0 , 23.114 , 0.0 , 0.0 , 0.0 , 0.0 , 

68.0 , 4109.74358974 , 4354.87179487 , 3853.84615385 , 4199.48717949 , 4182.56410256 , 4074.87179487 , 4480.0 , 4033.33333333 , 4382.05128205 , 4233.84615385 , 4354.35897436 , 4173.33333333 , 4225.12820513 , 4185.64102564 , 1680.0 , 1745.0 , 23.122 , 0.0 , 0.0 , 0.0 , 0.0 , 

69.0 , 4095.8974359 , 4357.43589744 , 3839.48717949 , 4196.41025641 , 4186.15384615 , 4078.97435897 , 4513.84615385 , 4041.53846154 , 4387.69230769 , 4235.8974359 , 4359.48717949 , 4177.94871795 , 4232.82051282 , 4190.25641026 , 1680.0 , 1745.0 , 23.13 , 0.0 , 0.0 , 0.0 , 0.0 , 

70.0 , 4078.97435897 , 4356.41025641 , 3836.92307692 , 4197.94871795 , 4184.1025641 , 4036.41025641 , 4481.53846154 , 4036.92307692 , 4384.1025641 , 4233.84615385 , 4358.46153846 , 4182.56410256 , 4234.35897436 , 4195.8974359 , 1680.0 , 1745.0 , 23.138 , 0.0 , 0.0 , 0.0 , 0.0 , 

71.0 , 4078.46153846 , 4358.97435897 , 3846.15384615 , 4204.1025641 , 4188.71794872 , 4017.43589744 , 4503.07692308 , 4036.92307692 , 4378.97435897 , 4230.76923077 , 4353.33333333 , 4172.82051282 , 4223.58974359 , 4185.64102564 , 1680.0 , 1744.0 , 23.144 , 0.0 , 0.0 , 0.0 , 0.0 , 

72.0 , 4111.79487179 , 4354.87179487 , 3844.1025641 , 4194.87179487 , 4180.51282051 , 4039.48717949 , 4505.12820513 , 4043.07692308 , 4407.17948718 , 4237.94871795 , 4359.48717949 , 4173.84615385 , 4232.82051282 , 4187.17948718 , 1680.0 , 1745.0 , 23.153 , 0.0 , 0.0 , 0.0 , 0.0 , 

73.0 , 4118.97435897 , 4356.41025641 , 3854.87179487 , 4196.92307692 , 4181.02564103 , 4090.25641026 , 4475.38461538 , 4025.64102564 , 4408.20512821 , 4234.35897436 , 4366.15384615 , 4179.48717949 , 4249.74358974 , 4184.1025641 , 1681.0 , 1744.0 , 23.16 , 0.0 , 0.0 , 0.0 , 0.0 , 

74.0 , 4088.20512821 , 4363.07692308 , 3845.12820513 , 4202.05128205 , 4189.74358974 , 4073.84615385 , 4516.41025641 , 4027.17948718 , 4376.92307692 , 4229.74358974 , 4367.69230769 , 4181.53846154 , 4236.92307692 , 4178.97435897 , 1680.0 , 1745.0 , 23.168 , 0.0 , 0.0 , 0.0 , 0.0 , 

75.0 , 4073.33333333 , 4353.84615385 , 3841.02564103 , 4198.97435897 , 4181.02564103 , 4043.58974359 , 4481.02564103 , 4032.82051282 , 4381.53846154 , 4237.43589744 , 4359.48717949 , 4187.17948718 , 4232.82051282 , 4188.71794872 , 1681.0 , 1745.0 , 23.177 , 0.0 , 0.0 , 0.0 , 0.0 , 

76.0 , 4089.23076923 , 4356.41025641 , 3851.79487179 , 4200.0 , 4184.61538462 , 4074.35897436 , 4495.38461538 , 4029.74358974 , 4392.82051282 , 4234.87179487 , 4341.53846154 , 4178.46153846 , 4238.46153846 , 4188.20512821 , 1680.0 , 1745.0 , 23.185 , 0.0 , 0.0 , 0.0 , 0.0 , 

77.0 , 4108.20512821 , 4360.0 , 3847.69230769 , 4197.43589744 , 4185.64102564 , 4067.17948718 , 4514.35897436 , 4029.23076923 , 4391.28205128 , 4230.25641026 , 4353.33333333 , 4176.92307692 , 4236.41025641 , 4181.53846154 , 1680.0 , 1745.0 , 23.192 , 0.0 , 0.0 , 0.0 , 0.0 , 

78.0 , 4091.28205128 , 4353.84615385 , 3850.25641026 , 4198.46153846 , 4184.1025641 , 4049.23076923 , 4469.74358974 , 4027.69230769 , 4386.15384615 , 4233.33333333 , 4363.07692308 , 4185.64102564 , 4242.56410256 , 4177.43589744 , 1680.0 , 1745.0 , 23.2 , 0.0 , 0.0 , 0.0 , 0.0 , 

79.0 , 4079.48717949 , 4356.92307692 , 3848.20512821 , 4200.0 , 4186.66666667 , 4065.12820513 , 4513.33333333 , 4034.35897436 , 4387.69230769 , 4234.35897436 , 4369.74358974 , 4189.23076923 , 4242.05128205 , 4173.84615385 , 1681.0 , 1745.0 , 23.208 , 0.0 , 0.0 , 0.0 , 0.0 , 

80.0 , 4102.56410256 , 4358.97435897 , 3854.87179487 , 4200.0 , 4185.64102564 , 4063.58974359 , 4491.79487179 , 4029.23076923 , 4388.71794872 , 4232.82051282 , 4362.56410256 , 4177.94871795 , 4237.43589744 , 4175.38461538 , 1679.0 , 1745.0 , 23.216 , 0.0 , 0.0 , 0.0 , 0.0 , 

81.0 , 4107.17948718 , 4361.53846154 , 3855.38461538 , 4201.53846154 , 4187.69230769 , 4054.35897436 , 4484.61538462 , 4029.23076923 , 4389.74358974 , 4232.82051282 , 4326.66666667 , 4164.61538462 , 4243.07692308 , 4171.79487179 , 1681.0 , 1745.0 , 23.223 , 0.0 , 0.0 , 0.0 , 0.0 , 

82.0 , 4094.87179487 , 4358.97435897 , 3843.07692308 , 4193.84615385 , 4182.56410256 , 4049.23076923 , 4513.84615385 , 4031.28205128 , 4392.82051282 , 4231.79487179 , 4345.12820513 , 4175.8974359 , 4254.87179487 , 4170.76923077 , 1681.0 , 1744.0 , 23.23 , 0.0 , 0.0 , 0.0 , 0.0 , 

83.0 , 4083.58974359 , 4355.38461538 , 3853.33333333 , 4198.46153846 , 4186.66666667 , 4046.66666667 , 4476.92307692 , 4025.64102564 , 4393.33333333 , 4229.23076923 , 4364.61538462 , 4182.05128205 , 4235.8974359 , 4173.33333333 , 1680.0 , 1745.0 , 23.239 , 0.0 , 0.0 , 0.0 , 0.0 , 

84.0 , 4088.71794872 , 4365.12820513 , 3852.82051282 , 4205.12820513 , 4190.76923077 , 4061.53846154 , 4507.17948718 , 4033.84615385 , 4417.94871795 , 4232.30769231 , 4377.43589744 , 4182.56410256 , 4245.12820513 , 4166.66666667 , 1680.0 , 1745.0 , 23.247 , 0.0 , 0.0 , 0.0 , 0.0 , 

85.0 , 4109.23076923 , 4359.48717949 , 3851.28205128 , 4198.97435897 , 4180.0 , 4061.02564103 , 4496.41025641 , 4029.74358974 , 4421.53846154 , 4231.79487179 , 4376.92307692 , 4169.23076923 , 4259.48717949 , 4154.35897436 , 1680.0 , 1745.0 , 23.255 , 0.0 , 0.0 , 0.0 , 0.0 , 

86.0 , 4111.28205128 , 4351.28205128 , 3861.53846154 , 4196.92307692 , 4180.0 , 4041.02564103 , 4469.74358974 , 4025.64102564 , 4385.64102564 , 4228.71794872 , 4306.66666667 , 4152.82051282 , 4206.66666667 , 4163.58974359 , 1680.0 , 1745.0 , 23.263 , 0.0 , 0.0 , 0.0 , 0.0 , 

87.0 , 4104.1025641 , 4357.43589744 , 3854.87179487 , 4198.97435897 , 4181.02564103 , 4028.71794872 , 4501.53846154 , 4030.76923077 , 4372.30769231 , 4229.74358974 , 4290.76923077 , 4173.84615385 , 4199.48717949 , 4173.84615385 , 1679.0 , 1745.0 , 23.271 , 0.0 , 0.0 , 0.0 , 0.0 , 

88.0 , 4081.02564103 , 4356.92307692 , 3848.71794872 , 4202.56410256 , 4186.15384615 , 4044.61538462 , 4486.66666667 , 4026.66666667 , 4406.15384615 , 4229.74358974 , 4373.84615385 , 4175.38461538 , 4262.05128205 , 4144.1025641 , 1680.0 , 1745.0 , 23.278 , 0.0 , 0.0 , 0.0 , 0.0 , 

89.0 , 4077.94871795 , 4356.92307692 , 3849.23076923 , 4200.51282051 , 4187.69230769 , 4054.35897436 , 4488.20512821 , 4033.33333333 , 4458.46153846 , 4230.76923077 , 4432.82051282 , 4167.17948718 , 4288.71794872 , 4171.79487179 , 1680.0 , 1745.0 , 23.286 , 0.0 , 0.0 , 0.0 , 0.0 , 

90.0 , 4107.17948718 , 4355.8974359 , 3857.94871795 , 4195.8974359 , 4181.02564103 , 4049.23076923 , 4490.25641026 , 4034.87179487 , 4449.74358974 , 4232.82051282 , 4384.61538462 , 4171.79487179 , 4256.92307692 , 4215.38461538 , 1680.0 , 1744.0 , 23.294 , 0.0 , 0.0 , 0.0 , 0.0 , 

91.0 , 4102.05128205 , 4359.48717949 , 3866.15384615 , 4205.64102564 , 4186.66666667 , 4072.82051282 , 4485.64102564 , 4029.74358974 , 4370.76923077 , 4233.84615385 , 4281.02564103 , 4164.1025641 , 4185.64102564 , 4171.79487179 , 1680.0 , 1746.0 , 23.302 , 0.0 , 0.0 , 0.0 , 0.0 , 

92.0 , 4087.17948718 , 4363.07692308 , 3853.84615385 , 4205.12820513 , 4186.66666667 , 4075.38461538 , 4496.41025641 , 4033.33333333 , 4354.87179487 , 4234.87179487 , 4291.79487179 , 4177.43589744 , 4188.20512821 , 4143.58974359 , 1680.0 , 1744.0 , 23.31 , 0.0 , 0.0 , 0.0 , 0.0 , 

93.0 , 4102.56410256 , 4356.92307692 , 3854.87179487 , 4198.46153846 , 4182.05128205 , 4049.23076923 , 4482.05128205 , 4032.30769231 , 4415.8974359 , 4234.87179487 , 4365.12820513 , 4163.07692308 , 4243.07692308 , 4155.8974359 , 1680.0 , 1745.0 , 23.317 , 0.0 , 0.0 , 0.0 , 0.0 , 

94.0 , 4110.76923077 , 4359.48717949 , 3864.61538462 , 4200.0 , 4183.07692308 , 4050.25641026 , 4483.07692308 , 4033.33333333 , 4445.12820513 , 4236.41025641 , 4375.38461538 , 4138.46153846 , 4249.23076923 , 4178.46153846 , 1681.0 , 1744.0 , 23.324 , 0.0 , 0.0 , 0.0 , 0.0 , 

95.0 , 4091.28205128 , 4357.43589744 , 3856.41025641 , 4199.48717949 , 4181.53846154 , 4053.84615385 , 4487.69230769 , 4032.30769231 , 4425.64102564 , 4234.87179487 , 4358.46153846 , 4161.02564103 , 4237.94871795 , 4182.56410256 , 1680.0 , 1744.0 , 23.333 , 0.0 , 0.0 , 0.0 , 0.0 , 

96.0 , 4081.02564103 , 4354.87179487 , 3857.94871795 , 4203.58974359 , 4187.69230769 , 4055.38461538 , 4486.66666667 , 4029.74358974 , 4396.92307692 , 4233.84615385 , 4334.87179487 , 4171.28205128 , 4227.69230769 , 4169.23076923 , 1680.0 , 1744.0 , 23.341 , 0.0 , 0.0 , 0.0 , 0.0 , 

97.0 , 4101.53846154 , 4362.05128205 , 3860.51282051 , 4203.58974359 , 4184.1025641 , 4031.28205128 , 4489.74358974 , 4036.92307692 , 4409.23076923 , 4238.46153846 , 4337.94871795 , 4175.8974359 , 4246.15384615 , 4190.76923077 , 1680.0 , 1745.0 , 23.349 , 0.0 , 0.0 , 0.0 , 0.0 , 

98.0 , 4104.61538462 , 4356.41025641 , 3859.48717949 , 4200.0 , 4179.48717949 , 4053.33333333 , 4483.58974359 , 4038.97435897 , 4426.66666667 , 4237.43589744 , 4353.84615385 , 4157.43589744 , 4242.05128205 , 4189.23076923 , 1681.0 , 1745.0 , 23.357 , 0.0 , 0.0 , 0.0 , 0.0 , 

99.0 , 4091.28205128 , 4356.92307692 , 3858.97435897 , 4204.1025641 , 4185.64102564 , 4116.92307692 , 4487.17948718 , 4036.41025641 , 4404.61538462 , 4234.87179487 , 4337.43589744 , 4127.69230769 , 4182.05128205 , 4165.64102564 , 1680.0 , 1745.0 , 23.364 , 0.0 , 0.0 , 0.0 , 0.0 , 

100.0 , 4095.8974359 , 4357.94871795 , 3855.38461538 , 4200.51282051 , 4182.56410256 , 4085.64102564 , 4483.58974359 , 4037.43589744 , 4409.74358974 , 4236.41025641 , 4341.53846154 , 4152.82051282 , 4195.38461538 , 4174.35897436 , 1681.0 , 1745.0 , 23.372 , 0.0 , 0.0 , 0.0 , 0.0 , 

101.0 , 4096.92307692 , 4355.8974359 , 3864.1025641 , 4201.02564103 , 4184.1025641 , 4027.69230769 , 4482.05128205 , 4032.30769231 , 4417.94871795 , 4234.35897436 , 4352.30769231 , 4169.74358974 , 4261.02564103 , 4174.35897436 , 1681.0 , 1745.0 , 23.38 , 0.0 , 0.0 , 0.0 , 0.0 , 

102.0 , 4087.17948718 , 4360.0 , 3856.92307692 , 4202.05128205 , 4185.64102564 , 4024.61538462 , 4490.76923077 , 4033.33333333 , 4415.38461538 , 4234.87179487 , 4334.87179487 , 4167.17948718 , 4269.74358974 , 4182.05128205 , 1680.0 , 1745.0 , 23.388 , 0.0 , 0.0 , 0.0 , 0.0 , 

103.0 , 4096.92307692 , 4354.87179487 , 3852.30769231 , 4196.92307692 , 4181.53846154 , 4067.69230769 , 4486.15384615 , 4043.07692308 , 4422.56410256 , 4238.46153846 , 4340.0 , 4154.35897436 , 4221.53846154 , 4191.28205128 , 1681.0 , 1744.0 , 23.396 , 0.0 , 0.0 , 0.0 , 0.0 , 

104.0 , 4114.87179487 , 4359.48717949 , 3868.20512821 , 4198.97435897 , 4185.64102564 , 4129.23076923 , 4486.66666667 , 4041.02564103 , 4396.41025641 , 4237.94871795 , 4353.84615385 , 4135.8974359 , 4181.53846154 , 4181.53846154 , 1680.0 , 1745.0 , 23.404 , 0.0 , 0.0 , 0.0 , 0.0 , 

105.0 , 4104.1025641 , 4361.02564103 , 3858.46153846 , 4197.43589744 , 4182.56410256 , 4103.58974359 , 4487.69230769 , 4035.8974359 , 4390.25641026 , 4236.92307692 , 4348.71794872 , 4153.33333333 , 4218.46153846 , 4177.43589744 , 1681.0 , 1745.0 , 23.41 , 0.0 , 0.0 , 0.0 , 0.0 , 

106.0 , 4069.74358974 , 4350.25641026 , 3844.1025641 , 4196.92307692 , 4180.51282051 , 4018.46153846 , 4487.69230769 , 4035.8974359 , 4416.92307692 , 4236.92307692 , 4348.71794872 , 4163.58974359 , 4236.92307692 , 4178.97435897 , 1680.0 , 1744.0 , 23.418 , 0.0 , 0.0 , 0.0 , 0.0 , 

107.0 , 4074.87179487 , 4354.87179487 , 3853.33333333 , 4200.51282051 , 4182.56410256 , 3990.76923077 , 4490.25641026 , 4040.51282051 , 4436.41025641 , 4237.94871795 , 4352.82051282 , 4157.43589744 , 4215.38461538 , 4199.48717949 , 1680.0 , 1745.0 , 23.427 , 0.0 , 0.0 , 0.0 , 0.0 , 

108.0 , 4117.43589744 , 4360.0 , 3867.17948718 , 4200.0 , 4180.51282051 , 4062.56410256 , 4485.64102564 , 4042.56410256 , 4437.94871795 , 4238.97435897 , 4351.79487179 , 4163.58974359 , 4224.61538462 , 4200.51282051 , 1680.0 , 1744.0 , 23.434 , 0.0 , 0.0 , 0.0 , 0.0 , 

109.0 , 4122.56410256 , 4362.56410256 , 3867.17948718 , 4203.07692308 , 4185.64102564 , 4133.33333333 , 4484.61538462 , 4035.8974359 , 4403.58974359 , 4233.84615385 , 4346.15384615 , 4160.0 , 4227.69230769 , 4175.8974359 , 1681.0 , 1744.0 , 23.442 , 0.0 , 0.0 , 0.0 , 0.0 , 

110.0 , 4087.17948718 , 4356.41025641 , 3846.15384615 , 4195.38461538 , 4181.53846154 , 4085.64102564 , 4478.97435897 , 4044.61538462 , 4408.71794872 , 4235.8974359 , 4348.71794872 , 4159.48717949 , 4226.15384615 , 4188.71794872 , 1680.0 , 1744.0 , 23.449 , 0.0 , 0.0 , 0.0 , 0.0 , 

111.0 , 4069.23076923 , 4350.25641026 , 3851.79487179 , 4194.35897436 , 4182.05128205 , 4030.76923077 , 4483.58974359 , 4046.66666667 , 4437.94871795 , 4238.97435897 , 4361.02564103 , 4167.17948718 , 4232.82051282 , 4206.15384615 , 1680.0 , 1745.0 , 23.458 , 0.0 , 0.0 , 0.0 , 0.0 , 

112.0 , 4088.71794872 , 4364.61538462 , 3867.69230769 , 4204.61538462 , 4188.71794872 , 4043.07692308 , 4495.8974359 , 4034.35897436 , 4416.41025641 , 4237.94871795 , 4348.71794872 , 4162.56410256 , 4218.46153846 , 4195.8974359 , 1681.0 , 1744.0 , 23.465 , 0.0 , 0.0 , 0.0 , 0.0 , 

113.0 , 4108.71794872 , 4362.56410256 , 3853.33333333 , 4200.0 , 4183.07692308 , 4070.25641026 , 4487.69230769 , 4041.53846154 , 4409.74358974 , 4240.51282051 , 4338.46153846 , 4158.97435897 , 4207.69230769 , 4187.69230769 , 1680.0 , 1745.0 , 23.474 , 0.0 , 0.0 , 0.0 , 0.0 , 

