Counter	AF3	F7	F3	FC5	T7	P7	O1	O2	P8	T8	FC6	F4	F8	AF4	GyroX	GyroY	Timestamp	FUNC_ID	FUNC_VALUE	MARKER	SYNC_SIGNAL	CMS_Q	DRL_Q	AF3_Q	F7_Q	F3_Q	FC5_Q	T7_Q	P7_Q	O1_Q	O2_Q	P8_Q	T8_Q	FC6_Q	F4_Q	F8_Q	AF4_Q
30.000000	4360.512821	4389.230769	4407.692308	3712.820513	4383.589744	4608.205128	4629.743590	4522.564103	4025.128205	4104.615385	4523.589744	4443.589744	4266.666667	3966.666667	1735.000000	1678.000000	150.433000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31.000000	4358.974359	4386.666667	4406.666667	3713.333333	4381.538462	4607.692308	4628.205128	4523.076923	4025.128205	4104.102564	4521.025641	4444.615385	4267.179487	3966.153846	1735.000000	1677.000000	150.449000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32.000000	4357.948718	4388.205128	4405.128205	3714.871795	4381.025641	4608.717949	4627.692308	4524.102564	4026.666667	4104.102564	4520.512821	4443.589744	4268.205128	3967.179487	1735.000000	1678.000000	150.449000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33.000000	4359.487179	4389.230769	4406.153846	3714.358974	4383.076923	4608.205128	4628.717949	4525.641026	4023.076923	4104.615385	4521.538462	4443.076923	4270.769231	3966.666667	1735.000000	1677.000000	150.465000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34.000000	4361.025641	4388.205128	4407.692308	3712.307692	4383.589744	4610.256410	4628.205128	4526.153846	4023.589744	4104.615385	4518.974359	4443.076923	4270.769231	3965.641026	1734.000000	1678.000000	150.465000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35.000000	4358.461538	4388.717949	4406.666667	3712.820513	4384.615385	4613.333333	4628.717949	4526.153846	4029.743590	4104.615385	4516.923077	4441.538462	4267.692308	3962.564103	1736.000000	1678.000000	150.480000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36.000000	4357.435897	4390.256410	4405.128205	3714.358974	4385.128205	4611.282051	4631.794872	4524.102564	4029.743590	4103.589744	4519.487179	4441.538462	4268.717949	3963.076923	1735.000000	1676.000000	150.480000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37.000000	4357.948718	4389.743590	4406.153846	3713.846154	4383.589744	4609.230769	4632.307692	4522.051282	4026.153846	4105.128205	4518.461538	4442.051282	4271.282051	3961.025641	1735.000000	1677.000000	150.496000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38.000000	4360.000000	4388.717949	4407.179487	3716.923077	4384.102564	4612.820513	4630.256410	4523.589744	4026.153846	4105.128205	4518.461538	4442.051282	4269.230769	3961.538462	1736.000000	1677.000000	150.496000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39.000000	4359.487179	4389.743590	4405.128205	3716.923077	4385.641026	4613.333333	4632.820513	4524.615385	4028.205128	4099.487179	4518.974359	4441.025641	4267.692308	3957.948718	1735.000000	1678.000000	150.512000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40.000000	4358.974359	4390.256410	4404.615385	3711.794872	4386.666667	4611.282051	4633.846154	4523.589744	4026.666667	4099.487179	4517.435897	4440.000000	4267.692308	3957.435897	1736.000000	1677.000000	150.512000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41.000000	4358.461538	4389.743590	4405.641026	3710.256410	4386.153846	4614.358974	4634.358974	4526.666667	4026.666667	4104.615385	4514.871795	4438.974359	4267.179487	3957.948718	1734.000000	1677.000000	150.532000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42.000000	4359.487179	4390.256410	4405.128205	3712.307692	4383.589744	4614.358974	4633.846154	4527.179487	4027.692308	4104.615385	4517.948718	4437.435897	4267.692308	3962.051282	1736.000000	1677.000000	150.532000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43.000000	4360.512821	4390.256410	4407.179487	3712.820513	4385.128205	4612.307692	4633.846154	4525.128205	4025.641026	4102.564103	4517.435897	4438.974359	4265.641026	3960.512821	1734.000000	1677.000000	150.547000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
