Counter	AF3	F7	F3	FC5	T7	P7	O1	O2	P8	T8	FC6	F4	F8	AF4	GyroX	GyroY	Timestamp	FUNC_ID	FUNC_VALUE	MARKER	SYNC_SIGNAL
49.000000	4361.538462	4408.205128	4406.153846	3711.282051	4382.051282	4610.769231	4629.230769	4527.692308	4026.153846	4098.974359	4513.333333	4438.461538	4250.256410	3952.307692	1742.000000	1674.000000	17.432000	0.000000	0.000000	0.000000	0.000000
50.000000	4359.487179	4409.230769	4405.641026	3714.871795	4383.076923	4610.256410	4632.820513	4527.179487	4025.641026	4098.974359	4515.384615	4438.461538	4249.230769	3953.333333	1741.000000	1675.000000	17.432000	0.000000	0.000000	0.000000	0.000000
51.000000	4360.512821	4404.102564	4405.641026	3716.410256	4383.589744	4612.307692	4631.282051	4526.153846	4022.564103	4098.974359	4516.923077	4440.512821	4249.230769	3955.897436	1742.000000	1676.000000	17.448000	0.000000	0.000000	0.000000	0.000000
52.000000	4363.076923	4403.076923	4405.128205	3714.871795	4382.051282	4610.769231	4628.205128	4525.128205	4024.615385	4098.974359	4514.871795	4440.512821	4249.230769	3955.897436	1740.000000	1676.000000	17.448000	0.000000	0.000000	0.000000	0.000000
53.000000	4362.051282	4405.641026	4403.076923	3714.358974	4381.025641	4609.743590	4628.717949	4522.051282	4026.666667	4098.974359	4514.358974	4438.974359	4249.230769	3955.384615	1740.000000	1676.000000	17.463000	0.000000	0.000000	0.000000	0.000000
54.000000	4360.512821	4405.641026	4403.589744	3713.846154	4382.564103	4612.820513	4629.743590	4523.076923	4024.615385	4098.974359	4516.410256	4441.538462	4249.230769	3954.358974	1740.000000	1676.000000	17.463000	0.000000	0.000000	0.000000	0.000000
55.000000	4362.051282	4406.153846	4406.666667	3712.820513	4383.076923	4612.307692	4628.717949	4528.717949	4022.564103	4098.974359	4515.384615	4442.564103	4247.692308	3952.820513	1741.000000	1675.000000	17.479000	0.000000	0.000000	0.000000	0.000000
56.000000	4363.589744	4405.641026	4407.692308	3713.846154	4381.538462	4609.230769	4628.717949	4528.717949	4023.589744	4098.974359	4513.846154	4440.000000	4248.205128	3952.820513	1741.000000	1675.000000	17.479000	0.000000	0.000000	0.000000	0.000000
57.000000	4361.538462	4406.666667	4404.615385	3713.846154	4382.564103	4610.769231	4630.769231	4523.076923	4025.128205	4098.974359	4517.948718	4441.025641	4250.256410	3955.384615	1741.000000	1675.000000	17.495000	0.000000	0.000000	0.000000	0.000000
58.000000	4362.051282	4408.717949	4403.589744	3711.282051	4384.102564	4612.307692	4631.282051	4523.076923	4025.641026	4098.974359	4521.025641	4444.102564	4249.230769	3954.871795	1740.000000	1676.000000	17.495000	0.000000	0.000000	0.000000	0.000000
59.000000	4363.076923	4405.641026	4408.205128	3712.820513	4382.564103	4610.256410	4630.256410	4527.692308	4026.666667	4098.974359	4516.923077	4443.589744	4248.717949	3953.846154	1740.000000	1677.000000	17.510000	0.000000	0.000000	0.000000	0.000000
60.000000	4361.538462	4403.589744	4408.717949	3715.897436	4382.564103	4607.692308	4627.692308	4528.205128	4025.641026	4098.974359	4513.846154	4441.025641	4249.230769	3955.384615	1739.000000	1679.000000	17.510000	0.000000	0.000000	0.000000	0.000000
61.000000	4361.025641	4406.153846	4406.153846	3713.333333	4382.564103	4606.666667	4627.692308	4526.666667	4022.564103	4098.974359	4520.000000	4441.538462	4247.692308	3956.410256	1741.000000	1680.000000	17.530000	0.000000	0.000000	0.000000	0.000000
62.000000	4362.564103	4405.641026	4407.179487	3711.282051	4382.051282	4606.153846	4629.230769	4525.641026	4023.589744	4098.974359	4522.564103	4442.564103	4244.615385	3955.897436	1740.000000	1676.000000	17.538000	0.000000	0.000000	0.000000	0.000000
63.000000	4363.589744	4403.076923	4407.692308	3715.384615	4382.051282	4607.179487	4630.769231	4526.666667	4026.666667	4098.974359	4516.410256	4442.564103	4246.153846	3955.897436	1740.000000	1676.000000	17.546000	0.000000	0.000000	0.000000	0.000000
