['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']
18.0 , 4491.28205128 , 4386.66666667 , 4418.46153846 , 3673.84615385 , 4383.07692308 , 4518.97435897 , 4499.48717949 , 4582.56410256 , 3935.8974359 , 4104.61538462 , 4260.51282051 , 4319.48717949 , 4001.53846154 , 4002.56410256 , 1726.0 , 1676.0 , 1.625 , 0.0 , 0.0 , 0.0 , 0.0 , 

19.0 , 4482.56410256 , 4386.15384615 , 4417.43589744 , 3670.25641026 , 4383.58974359 , 4515.38461538 , 4497.94871795 , 4577.94871795 , 3933.84615385 , 4104.61538462 , 4258.97435897 , 4315.8974359 , 3989.74358974 , 3999.48717949 , 1725.0 , 1678.0 , 1.641 , 0.0 , 0.0 , 0.0 , 0.0 , 

20.0 , 4470.25641026 , 4386.66666667 , 4417.94871795 , 3671.79487179 , 4383.58974359 , 4516.41025641 , 4497.43589744 , 4576.92307692 , 3932.82051282 , 4104.61538462 , 4260.0 , 4314.35897436 , 3987.17948718 , 4003.07692308 , 1727.0 , 1677.0 , 1.641 , 0.0 , 0.0 , 0.0 , 0.0 , 

21.0 , 4466.66666667 , 4387.17948718 , 4414.35897436 , 3671.79487179 , 4383.58974359 , 4518.97435897 , 4497.43589744 , 4577.94871795 , 3931.28205128 , 4104.61538462 , 4264.1025641 , 4318.46153846 , 3990.25641026 , 4010.76923077 , 1726.0 , 1677.0 , 1.656 , 0.0 , 0.0 , 0.0 , 0.0 , 

22.0 , 4474.87179487 , 4388.20512821 , 4415.38461538 , 3672.82051282 , 4384.61538462 , 4520.0 , 4502.05128205 , 4579.48717949 , 3937.43589744 , 4104.61538462 , 4264.1025641 , 4320.0 , 3995.38461538 , 4009.74358974 , 1727.0 , 1674.0 , 1.656 , 0.0 , 0.0 , 0.0 , 0.0 , 

23.0 , 4487.17948718 , 4388.20512821 , 4418.97435897 , 3676.92307692 , 4384.61538462 , 4518.97435897 , 4505.12820513 , 4582.05128205 , 3947.17948718 , 4104.1025641 , 4264.61538462 , 4320.0 , 4001.02564103 , 4009.23076923 , 1726.0 , 1675.0 , 1.672 , 0.0 , 0.0 , 0.0 , 0.0 , 

24.0 , 4489.74358974 , 4388.20512821 , 4412.82051282 , 3675.38461538 , 4384.61538462 , 4516.41025641 , 4500.51282051 , 4580.51282051 , 3944.61538462 , 4104.1025641 , 4264.1025641 , 4320.0 , 4000.0 , 4013.84615385 , 1727.0 , 1675.0 , 1.672 , 0.0 , 0.0 , 0.0 , 0.0 , 

25.0 , 4492.82051282 , 4388.20512821 , 4407.17948718 , 3671.28205128 , 4384.61538462 , 4513.84615385 , 4497.43589744 , 4574.35897436 , 3935.38461538 , 4104.61538462 , 4261.53846154 , 4318.46153846 , 3994.35897436 , 4012.82051282 , 1727.0 , 1675.0 , 1.688 , 0.0 , 0.0 , 0.0 , 0.0 , 

26.0 , 4493.33333333 , 4388.20512821 , 4412.30769231 , 3674.87179487 , 4384.1025641 , 4518.97435897 , 4502.05128205 , 4573.33333333 , 3937.43589744 , 4104.1025641 , 4264.1025641 , 4319.48717949 , 3997.94871795 , 4011.28205128 , 1727.0 , 1676.0 , 1.688 , 0.0 , 0.0 , 0.0 , 0.0 , 

27.0 , 4471.79487179 , 4388.20512821 , 4411.28205128 , 3676.41025641 , 4383.58974359 , 4522.05128205 , 4499.48717949 , 4570.76923077 , 3933.84615385 , 4104.1025641 , 4264.1025641 , 4320.0 , 3994.87179487 , 4010.25641026 , 1727.0 , 1676.0 , 1.703 , 0.0 , 0.0 , 0.0 , 0.0 , 

28.0 , 4467.17948718 , 4388.20512821 , 4406.66666667 , 3672.30769231 , 4383.58974359 , 4516.92307692 , 4494.87179487 , 4566.15384615 , 3924.61538462 , 4105.12820513 , 4257.94871795 , 4316.41025641 , 3981.53846154 , 4006.15384615 , 1727.0 , 1677.0 , 1.703 , 0.0 , 0.0 , 0.0 , 0.0 , 

29.0 , 4493.84615385 , 4388.20512821 , 4410.25641026 , 3672.30769231 , 4384.1025641 , 4516.92307692 , 4498.46153846 , 4570.25641026 , 3929.74358974 , 4105.64102564 , 4257.43589744 , 4315.38461538 , 3985.12820513 , 4008.20512821 , 1727.0 , 1677.0 , 1.719 , 0.0 , 0.0 , 0.0 , 0.0 , 

30.0 , 4495.38461538 , 4388.20512821 , 4412.82051282 , 3674.35897436 , 4383.07692308 , 4522.56410256 , 4500.0 , 4571.28205128 , 3937.94871795 , 4104.61538462 , 4260.51282051 , 4323.07692308 , 3996.41025641 , 4013.84615385 , 1726.0 , 1678.0 , 1.719 , 0.0 , 0.0 , 0.0 , 0.0 , 

31.0 , 4466.15384615 , 4388.20512821 , 4410.76923077 , 3672.82051282 , 4382.05128205 , 4523.07692308 , 4495.38461538 , 4567.17948718 , 3935.38461538 , 4104.1025641 , 4255.8974359 , 4323.07692308 , 3988.71794872 , 4006.15384615 , 1726.0 , 1677.0 , 1.734 , 0.0 , 0.0 , 0.0 , 0.0 , 

32.0 , 4465.64102564 , 4388.20512821 , 4414.87179487 , 3675.8974359 , 4383.07692308 , 4527.17948718 , 4497.43589744 , 4571.79487179 , 3935.38461538 , 4104.61538462 , 4255.8974359 , 4315.38461538 , 3978.97435897 , 3999.48717949 , 1724.0 , 1679.0 , 1.734 , 0.0 , 0.0 , 0.0 , 0.0 , 

33.0 , 4486.15384615 , 4388.20512821 , 4421.53846154 , 3680.0 , 4383.07692308 , 4535.8974359 , 4503.58974359 , 4577.43589744 , 3937.94871795 , 4104.61538462 , 4261.02564103 , 4315.8974359 , 3980.51282051 , 4004.1025641 , 1726.0 , 1679.0 , 1.75 , 0.0 , 0.0 , 0.0 , 0.0 , 

34.0 , 4476.92307692 , 4388.20512821 , 4421.53846154 , 3677.94871795 , 4381.53846154 , 4534.35897436 , 4502.56410256 , 4573.84615385 , 3937.94871795 , 4104.61538462 , 4256.92307692 , 4318.46153846 , 3979.48717949 , 4002.05128205 , 1724.0 , 1679.0 , 1.75 , 0.0 , 0.0 , 0.0 , 0.0 , 

35.0 , 4466.66666667 , 4388.20512821 , 4421.53846154 , 3675.8974359 , 4382.05128205 , 4534.35897436 , 4503.07692308 , 4575.8974359 , 3947.69230769 , 4104.1025641 , 4256.92307692 , 4316.41025641 , 3984.61538462 , 4003.07692308 , 1725.0 , 1679.0 , 1.766 , 0.0 , 0.0 , 0.0 , 0.0 , 

36.0 , 4481.02564103 , 4388.20512821 , 4427.17948718 , 3676.41025641 , 4384.1025641 , 4538.97435897 , 4504.61538462 , 4580.51282051 , 3955.38461538 , 4103.07692308 , 4265.64102564 , 4317.94871795 , 3995.38461538 , 4009.74358974 , 1724.0 , 1679.0 , 1.766 , 0.0 , 0.0 , 0.0 , 0.0 , 

37.0 , 4495.38461538 , 4388.20512821 , 4429.74358974 , 3677.94871795 , 4384.1025641 , 4535.38461538 , 4504.1025641 , 4579.48717949 , 3954.87179487 , 4102.56410256 , 4265.64102564 , 4324.1025641 , 3998.46153846 , 4010.76923077 , 1725.0 , 1680.0 , 1.781 , 0.0 , 0.0 , 0.0 , 0.0 , 

38.0 , 4490.76923077 , 4388.20512821 , 4426.66666667 , 3677.94871795 , 4385.12820513 , 4530.25641026 , 4503.58974359 , 4578.97435897 , 3956.41025641 , 4102.56410256 , 4257.94871795 , 4324.1025641 , 3995.8974359 , 4007.69230769 , 1724.0 , 1679.0 , 1.781 , 0.0 , 0.0 , 0.0 , 0.0 , 

39.0 , 4474.87179487 , 4388.20512821 , 4428.71794872 , 3676.41025641 , 4388.20512821 , 4533.33333333 , 4507.69230769 , 4581.02564103 , 3958.46153846 , 4103.07692308 , 4258.46153846 , 4323.07692308 , 3997.94871795 , 4008.71794872 , 1725.0 , 1679.0 , 1.797 , 0.0 , 0.0 , 0.0 , 0.0 , 

40.0 , 4463.07692308 , 4388.20512821 , 4432.82051282 , 3674.35897436 , 4389.23076923 , 4533.84615385 , 4511.79487179 , 4578.46153846 , 3953.33333333 , 4102.56410256 , 4261.53846154 , 4323.58974359 , 3998.46153846 , 4009.74358974 , 1725.0 , 1677.0 , 1.797 , 0.0 , 0.0 , 0.0 , 0.0 , 

41.0 , 4470.25641026 , 4388.20512821 , 4432.30769231 , 3674.87179487 , 4384.61538462 , 4532.30769231 , 4515.8974359 , 4582.56410256 , 3953.84615385 , 4103.07692308 , 4261.53846154 , 4322.05128205 , 3998.46153846 , 4011.79487179 , 1726.0 , 1678.0 , 1.813 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 4476.41025641 , 4388.20512821 , 4428.71794872 , 3673.84615385 , 4380.0 , 4529.74358974 , 4513.84615385 , 4581.02564103 , 3951.28205128 , 4102.56410256 , 4258.97435897 , 4321.53846154 , 3994.35897436 , 4007.17948718 , 1727.0 , 1676.0 , 1.813 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 4467.69230769 , 4388.20512821 , 4425.64102564 , 3669.74358974 , 4382.56410256 , 4527.69230769 , 4507.69230769 , 4569.23076923 , 3936.41025641 , 4103.07692308 , 4254.35897436 , 4323.07692308 , 3983.58974359 , 3997.43589744 , 1725.0 , 1677.0 , 1.828 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 4465.64102564 , 4388.20512821 , 4426.66666667 , 3671.28205128 , 4385.12820513 , 4528.71794872 , 4510.76923077 , 4566.15384615 , 3929.74358974 , 4102.56410256 , 4254.35897436 , 4320.0 , 3981.53846154 , 3997.94871795 , 1727.0 , 1676.0 , 1.828 , 0.0 , 0.0 , 0.0 , 0.0 , 

45.0 , 4465.64102564 , 4388.20512821 , 4430.25641026 , 3673.84615385 , 4382.56410256 , 4529.23076923 , 4514.35897436 , 4571.28205128 , 3933.84615385 , 4103.07692308 , 4256.92307692 , 4314.87179487 , 3987.17948718 , 4002.05128205 , 1726.0 , 1676.0 , 1.844 , 0.0 , 0.0 , 0.0 , 0.0 , 

46.0 , 4455.38461538 , 4388.20512821 , 4433.33333333 , 3670.76923077 , 4381.53846154 , 4525.64102564 , 4510.76923077 , 4571.28205128 , 3932.30769231 , 4102.56410256 , 4255.8974359 , 4316.92307692 , 3983.07692308 , 3999.48717949 , 1726.0 , 1676.0 , 1.859 , 0.0 , 0.0 , 0.0 , 0.0 , 

47.0 , 4463.07692308 , 4388.20512821 , 4433.84615385 , 3672.30769231 , 4383.07692308 , 4529.23076923 , 4513.84615385 , 4572.30769231 , 3933.84615385 , 4103.07692308 , 4255.38461538 , 4321.02564103 , 3980.51282051 , 3997.43589744 , 1726.0 , 1675.0 , 1.859 , 0.0 , 0.0 , 0.0 , 0.0 , 

48.0 , 4481.02564103 , 4388.20512821 , 4436.41025641 , 3676.92307692 , 4383.07692308 , 4534.35897436 , 4518.97435897 , 4576.41025641 , 3939.48717949 , 4102.56410256 , 4256.92307692 , 4320.0 , 3984.1025641 , 4000.0 , 1726.0 , 1675.0 , 1.859 , 0.0 , 0.0 , 0.0 , 0.0 , 

49.0 , 4471.79487179 , 4388.20512821 , 4438.46153846 , 3673.84615385 , 4382.56410256 , 4528.20512821 , 4517.94871795 , 4574.35897436 , 3940.0 , 4102.56410256 , 4255.38461538 , 4316.92307692 , 3984.1025641 , 4000.51282051 , 1727.0 , 1675.0 , 1.875 , 0.0 , 0.0 , 0.0 , 0.0 , 

50.0 , 4460.51282051 , 4388.20512821 , 4433.84615385 , 3667.69230769 , 4382.56410256 , 4524.61538462 , 4516.92307692 , 4574.35897436 , 3940.0 , 4102.56410256 , 4256.92307692 , 4316.92307692 , 3985.12820513 , 4000.51282051 , 1727.0 , 1675.0 , 1.875 , 0.0 , 0.0 , 0.0 , 0.0 , 

51.0 , 4471.28205128 , 4388.20512821 , 4428.71794872 , 3667.17948718 , 4382.56410256 , 4528.71794872 , 4515.38461538 , 4574.87179487 , 3942.56410256 , 4103.07692308 , 4261.02564103 , 4319.48717949 , 3986.66666667 , 4000.51282051 , 1727.0 , 1675.0 , 1.891 , 0.0 , 0.0 , 0.0 , 0.0 , 

52.0 , 4474.87179487 , 4388.20512821 , 4428.20512821 , 3667.69230769 , 4383.07692308 , 4529.74358974 , 4516.41025641 , 4570.25641026 , 3944.1025641 , 4102.56410256 , 4259.48717949 , 4322.56410256 , 3989.74358974 , 4000.0 , 1726.0 , 1676.0 , 1.891 , 0.0 , 0.0 , 0.0 , 0.0 , 

53.0 , 4463.07692308 , 4388.20512821 , 4428.71794872 , 3667.17948718 , 4383.58974359 , 4531.28205128 , 4518.97435897 , 4572.30769231 , 3946.66666667 , 4102.05128205 , 4260.0 , 4323.07692308 , 3999.48717949 , 4003.07692308 , 1727.0 , 1676.0 , 1.906 , 0.0 , 0.0 , 0.0 , 0.0 , 

54.0 , 4464.61538462 , 4388.20512821 , 4429.74358974 , 3671.28205128 , 4383.07692308 , 4540.0 , 4523.58974359 , 4580.0 , 3954.87179487 , 4104.61538462 , 4268.71794872 , 4322.56410256 , 4008.20512821 , 4008.71794872 , 1727.0 , 1676.0 , 1.906 , 0.0 , 0.0 , 0.0 , 0.0 , 

55.0 , 4471.79487179 , 4388.20512821 , 4431.28205128 , 3673.33333333 , 4385.64102564 , 4540.51282051 , 4526.66666667 , 4577.43589744 , 3957.94871795 , 4106.66666667 , 4271.28205128 , 4324.1025641 , 4005.12820513 , 4011.79487179 , 1726.0 , 1676.0 , 1.922 , 0.0 , 0.0 , 0.0 , 0.0 , 

56.0 , 4470.76923077 , 4388.20512821 , 4428.20512821 , 3670.25641026 , 4388.71794872 , 4535.38461538 , 4525.64102564 , 4571.79487179 , 3952.82051282 , 4104.61538462 , 4267.17948718 , 4322.56410256 , 4002.56410256 , 4007.69230769 , 1726.0 , 1677.0 , 1.922 , 0.0 , 0.0 , 0.0 , 0.0 , 

57.0 , 4455.8974359 , 4388.20512821 , 4422.05128205 , 3668.71794872 , 4388.71794872 , 4535.38461538 , 4519.48717949 , 4571.28205128 , 3947.69230769 , 4103.58974359 , 4265.12820513 , 4319.48717949 , 3998.97435897 , 3995.38461538 , 1727.0 , 1677.0 , 1.938 , 0.0 , 0.0 , 0.0 , 0.0 , 

58.0 , 4446.66666667 , 4388.20512821 , 4425.12820513 , 3672.30769231 , 4385.64102564 , 4541.53846154 , 4521.02564103 , 4572.30769231 , 3952.30769231 , 4106.15384615 , 4266.66666667 , 4321.53846154 , 3996.41025641 , 3993.33333333 , 1726.0 , 1677.0 , 1.938 , 0.0 , 0.0 , 0.0 , 0.0 , 

59.0 , 4454.87179487 , 4388.20512821 , 4430.76923077 , 3673.33333333 , 4384.1025641 , 4543.07692308 , 4525.12820513 , 4572.30769231 , 3956.92307692 , 4105.64102564 , 4267.17948718 , 4323.07692308 , 4000.51282051 , 4006.66666667 , 1726.0 , 1677.0 , 1.953 , 0.0 , 0.0 , 0.0 , 0.0 , 

60.0 , 4459.48717949 , 4388.20512821 , 4429.74358974 , 3671.79487179 , 4383.58974359 , 4538.97435897 , 4518.46153846 , 4569.74358974 , 3950.25641026 , 4103.07692308 , 4267.17948718 , 4321.53846154 , 3998.97435897 , 4009.74358974 , 1726.0 , 1678.0 , 1.953 , 0.0 , 0.0 , 0.0 , 0.0 , 

61.0 , 4449.23076923 , 4388.20512821 , 4427.17948718 , 3671.28205128 , 4384.1025641 , 4533.33333333 , 4510.25641026 , 4566.15384615 , 3944.61538462 , 4103.58974359 , 4264.61538462 , 4319.48717949 , 3990.25641026 , 4000.0 , 1727.0 , 1677.0 , 1.969 , 0.0 , 0.0 , 0.0 , 0.0 , 

62.0 , 4455.38461538 , 4388.20512821 , 4428.71794872 , 3672.30769231 , 4384.61538462 , 4532.30769231 , 4512.30769231 , 4569.74358974 , 3950.76923077 , 4104.1025641 , 4264.1025641 , 4320.51282051 , 3992.82051282 , 4002.56410256 , 1726.0 , 1678.0 , 1.984 , 0.0 , 0.0 , 0.0 , 0.0 , 

63.0 , 4473.33333333 , 4388.20512821 , 4432.30769231 , 3668.71794872 , 4383.07692308 , 4533.84615385 , 4513.84615385 , 4574.35897436 , 3956.41025641 , 4103.07692308 , 4269.23076923 , 4321.53846154 , 4001.02564103 , 4007.17948718 , 1727.0 , 1677.0 , 1.984 , 0.0 , 0.0 , 0.0 , 0.0 , 

64.0 , 4462.56410256 , 4388.20512821 , 4429.74358974 , 3665.12820513 , 4382.05128205 , 4533.33333333 , 4510.25641026 , 4568.20512821 , 3950.25641026 , 4102.05128205 , 4268.20512821 , 4322.56410256 , 3997.43589744 , 4000.0 , 1727.0 , 1677.0 , 1.984 , 0.0 , 0.0 , 0.0 , 0.0 , 

65.0 , 4441.53846154 , 4388.20512821 , 4427.17948718 , 3668.20512821 , 4383.58974359 , 4535.38461538 , 4510.25641026 , 4565.12820513 , 3948.20512821 , 4103.58974359 , 4262.56410256 , 4324.1025641 , 3993.84615385 , 4003.07692308 , 1727.0 , 1678.0 , 2.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

66.0 , 4451.79487179 , 4388.20512821 , 4428.71794872 , 3672.30769231 , 4387.69230769 , 4537.94871795 , 4515.38461538 , 4572.82051282 , 3953.84615385 , 4105.64102564 , 4263.58974359 , 4323.07692308 , 3999.48717949 , 4014.87179487 , 1726.0 , 1677.0 , 2.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

67.0 , 4470.76923077 , 4388.20512821 , 4427.17948718 , 3669.23076923 , 4389.23076923 , 4534.87179487 , 4512.82051282 , 4571.79487179 , 3955.38461538 , 4105.12820513 , 4268.20512821 , 4323.07692308 , 3998.46153846 , 4012.30769231 , 1727.0 , 1678.0 , 2.016 , 0.0 , 0.0 , 0.0 , 0.0 , 

68.0 , 4458.97435897 , 4388.20512821 , 4419.48717949 , 3665.64102564 , 4387.17948718 , 4531.28205128 , 4503.58974359 , 4561.02564103 , 3947.17948718 , 4103.07692308 , 4267.17948718 , 4321.53846154 , 3988.71794872 , 3996.92307692 , 1727.0 , 1678.0 , 2.031 , 0.0 , 0.0 , 0.0 , 0.0 , 

69.0 , 4441.02564103 , 4388.20512821 , 4418.46153846 , 3670.25641026 , 4387.69230769 , 4536.41025641 , 4504.61538462 , 4561.53846154 , 3944.1025641 , 4103.58974359 , 4262.56410256 , 4321.02564103 , 3990.76923077 , 3995.38461538 , 1728.0 , 1678.0 , 2.031 , 0.0 , 0.0 , 0.0 , 0.0 , 

70.0 , 4447.69230769 , 4388.20512821 , 4422.05128205 , 3673.33333333 , 4388.71794872 , 4537.94871795 , 4504.61538462 , 4564.1025641 , 3945.12820513 , 4104.61538462 , 4261.53846154 , 4321.53846154 , 3996.92307692 , 4004.61538462 , 1727.0 , 1678.0 , 2.031 , 0.0 , 0.0 , 0.0 , 0.0 , 

71.0 , 4460.0 , 4388.20512821 , 4421.02564103 , 3672.30769231 , 4385.64102564 , 4532.82051282 , 4501.02564103 , 4562.05128205 , 3947.69230769 , 4104.61538462 , 4267.69230769 , 4322.05128205 , 3999.48717949 , 4007.17948718 , 1727.0 , 1680.0 , 2.047 , 0.0 , 0.0 , 0.0 , 0.0 , 

72.0 , 4458.46153846 , 4388.20512821 , 4422.56410256 , 3672.30769231 , 4383.07692308 , 4535.38461538 , 4506.15384615 , 4567.17948718 , 3955.38461538 , 4104.1025641 , 4272.30769231 , 4324.1025641 , 4006.15384615 , 4005.12820513 , 1728.0 , 1679.0 , 2.047 , 0.0 , 0.0 , 0.0 , 0.0 , 

73.0 , 4461.02564103 , 4388.20512821 , 4430.76923077 , 3673.33333333 , 4384.1025641 , 4544.1025641 , 4516.41025641 , 4574.35897436 , 3963.07692308 , 4104.61538462 , 4271.28205128 , 4326.15384615 , 4016.41025641 , 4012.30769231 , 1727.0 , 1682.0 , 2.063 , 0.0 , 0.0 , 0.0 , 0.0 , 

74.0 , 4464.61538462 , 4388.20512821 , 4435.38461538 , 3671.79487179 , 4386.15384615 , 4543.07692308 , 4514.87179487 , 4570.76923077 , 3960.0 , 4104.61538462 , 4270.76923077 , 4326.15384615 , 4018.46153846 , 4017.94871795 , 1728.0 , 1681.0 , 2.078 , 0.0 , 0.0 , 0.0 , 0.0 , 

75.0 , 4464.61538462 , 4388.20512821 , 4435.38461538 , 3675.38461538 , 4386.15384615 , 4542.05128205 , 4511.79487179 , 4569.74358974 , 3955.38461538 , 4104.61538462 , 4271.28205128 , 4323.58974359 , 4022.56410256 , 4015.8974359 , 1727.0 , 1682.0 , 2.078 , 0.0 , 0.0 , 0.0 , 0.0 , 

76.0 , 4468.71794872 , 4388.20512821 , 4431.79487179 , 3681.53846154 , 4383.58974359 , 4544.61538462 , 4513.33333333 , 4569.74358974 , 3955.38461538 , 4104.61538462 , 4269.23076923 , 4321.02564103 , 4025.64102564 , 4013.33333333 , 1727.0 , 1683.0 , 2.078 , 0.0 , 0.0 , 0.0 , 0.0 , 

77.0 , 4466.15384615 , 4388.20512821 , 4428.20512821 , 3677.94871795 , 4382.05128205 , 4543.07692308 , 4510.25641026 , 4562.56410256 , 3949.74358974 , 4104.61538462 , 4267.69230769 , 4318.46153846 , 4013.33333333 , 4007.17948718 , 1728.0 , 1681.0 , 2.094 , 0.0 , 0.0 , 0.0 , 0.0 , 

78.0 , 4459.48717949 , 4388.20512821 , 4429.74358974 , 3673.33333333 , 4384.61538462 , 4541.53846154 , 4510.25641026 , 4564.1025641 , 3946.15384615 , 4104.61538462 , 4267.69230769 , 4320.0 , 4004.61538462 , 4005.12820513 , 1728.0 , 1682.0 , 2.094 , 0.0 , 0.0 , 0.0 , 0.0 , 

79.0 , 4457.43589744 , 4388.20512821 , 4428.20512821 , 3674.87179487 , 4383.58974359 , 4543.58974359 , 4514.87179487 , 4570.25641026 , 3953.33333333 , 4104.61538462 , 4270.25641026 , 4323.07692308 , 4013.33333333 , 4010.76923077 , 1728.0 , 1681.0 , 2.109 , 0.0 , 0.0 , 0.0 , 0.0 , 

80.0 , 4454.35897436 , 4388.20512821 , 4417.43589744 , 3674.87179487 , 4383.07692308 , 4537.94871795 , 4510.76923077 , 4564.1025641 , 3951.79487179 , 4104.61538462 , 4271.79487179 , 4322.05128205 , 4017.43589744 , 4008.71794872 , 1727.0 , 1683.0 , 2.109 , 0.0 , 0.0 , 0.0 , 0.0 , 

81.0 , 4455.8974359 , 4388.20512821 , 4417.94871795 , 3674.87179487 , 4387.17948718 , 4533.33333333 , 4507.69230769 , 4556.92307692 , 3940.51282051 , 4104.61538462 , 4272.82051282 , 4323.58974359 , 4013.33333333 , 4003.07692308 , 1728.0 , 1683.0 , 2.125 , 0.0 , 0.0 , 0.0 , 0.0 , 

82.0 , 4462.56410256 , 4388.20512821 , 4427.69230769 , 3675.8974359 , 4386.15384615 , 4540.0 , 4512.82051282 , 4561.53846154 , 3943.58974359 , 4104.61538462 , 4272.30769231 , 4322.56410256 , 4014.87179487 , 4007.17948718 , 1728.0 , 1683.0 , 2.125 , 0.0 , 0.0 , 0.0 , 0.0 , 

83.0 , 4457.43589744 , 4388.20512821 , 4422.05128205 , 3671.28205128 , 4382.05128205 , 4538.97435897 , 4513.33333333 , 4562.05128205 , 3951.28205128 , 4104.1025641 , 4270.76923077 , 4318.97435897 , 4012.82051282 , 4008.20512821 , 1729.0 , 1682.0 , 2.141 , 0.0 , 0.0 , 0.0 , 0.0 , 

84.0 , 4454.87179487 , 4388.20512821 , 4413.33333333 , 3670.76923077 , 4383.58974359 , 4532.30769231 , 4509.74358974 , 4555.38461538 , 3947.17948718 , 4104.1025641 , 4270.25641026 , 4320.0 , 4007.17948718 , 4005.12820513 , 1729.0 , 1683.0 , 2.156 , 0.0 , 0.0 , 0.0 , 0.0 , 

85.0 , 4463.58974359 , 4388.20512821 , 4420.0 , 3678.97435897 , 4386.15384615 , 4534.87179487 , 4510.25641026 , 4555.8974359 , 3942.56410256 , 4104.61538462 , 4271.28205128 , 4319.48717949 , 4008.71794872 , 4005.12820513 , 1731.0 , 1681.0 , 2.156 , 0.0 , 0.0 , 0.0 , 0.0 , 

86.0 , 4465.64102564 , 4388.20512821 , 4425.64102564 , 3679.48717949 , 4385.12820513 , 4537.94871795 , 4510.25641026 , 4556.41025641 , 3942.56410256 , 4104.61538462 , 4270.76923077 , 4315.8974359 , 4009.23076923 , 4003.07692308 , 1730.0 , 1681.0 , 2.156 , 0.0 , 0.0 , 0.0 , 0.0 , 

87.0 , 4465.12820513 , 4388.71794872 , 4422.05128205 , 3674.35897436 , 4385.12820513 , 4530.76923077 , 4505.64102564 , 4549.23076923 , 3937.94871795 , 4104.1025641 , 4267.69230769 , 4317.43589744 , 4001.53846154 , 4001.02564103 , 1731.0 , 1680.0 , 2.172 , 0.0 , 0.0 , 0.0 , 0.0 , 

88.0 , 4477.43589744 , 4389.23076923 , 4427.69230769 , 3678.46153846 , 4385.64102564 , 4530.76923077 , 4507.69230769 , 4550.76923077 , 3937.43589744 , 4105.12820513 , 4267.17948718 , 4321.53846154 , 4002.05128205 , 4002.05128205 , 1731.0 , 1678.0 , 2.172 , 0.0 , 0.0 , 0.0 , 0.0 , 

89.0 , 4483.58974359 , 4387.17948718 , 4434.87179487 , 3683.58974359 , 4384.1025641 , 4541.02564103 , 4512.82051282 , 4558.46153846 , 3944.1025641 , 4106.15384615 , 4271.28205128 , 4321.02564103 , 4012.30769231 , 4003.58974359 , 1731.0 , 1679.0 , 2.188 , 0.0 , 0.0 , 0.0 , 0.0 , 

90.0 , 4474.35897436 , 4387.17948718 , 4435.8974359 , 3683.07692308 , 4384.61538462 , 4548.20512821 , 4516.92307692 , 4565.64102564 , 3955.38461538 , 4105.12820513 , 4277.94871795 , 4323.07692308 , 4025.12820513 , 4006.66666667 , 1731.0 , 1678.0 , 2.203 , 0.0 , 0.0 , 0.0 , 0.0 , 

91.0 , 4465.12820513 , 4388.71794872 , 4435.38461538 , 3683.07692308 , 4385.64102564 , 4546.66666667 , 4518.97435897 , 4565.12820513 , 3959.48717949 , 4104.1025641 , 4280.0 , 4326.15384615 , 4029.74358974 , 4004.61538462 , 1730.0 , 1678.0 , 2.203 , 0.0 , 0.0 , 0.0 , 0.0 , 

92.0 , 4478.97435897 , 4389.23076923 , 4430.25641026 , 3683.07692308 , 4383.58974359 , 4544.61538462 , 4518.97435897 , 4562.56410256 , 3955.38461538 , 4104.61538462 , 4275.8974359 , 4323.07692308 , 4023.07692308 , 3997.94871795 , 1730.0 , 1677.0 , 2.203 , 0.0 , 0.0 , 0.0 , 0.0 , 

93.0 , 4497.43589744 , 4387.69230769 , 4420.0 , 3680.0 , 4381.53846154 , 4545.64102564 , 4517.43589744 , 4560.51282051 , 3950.25641026 , 4104.61538462 , 4272.30769231 , 4318.46153846 , 4013.84615385 , 3991.79487179 , 1729.0 , 1677.0 , 2.219 , 0.0 , 0.0 , 0.0 , 0.0 , 

94.0 , 4485.12820513 , 4385.64102564 , 4417.94871795 , 3678.97435897 , 4382.56410256 , 4547.17948718 , 4515.8974359 , 4558.46153846 , 3948.20512821 , 4104.1025641 , 4272.30769231 , 4317.43589744 , 4012.30769231 , 3987.69230769 , 1729.0 , 1675.0 , 2.234 , 0.0 , 0.0 , 0.0 , 0.0 , 

95.0 , 4458.97435897 , 4386.15384615 , 4421.02564103 , 3680.51282051 , 4385.64102564 , 4547.17948718 , 4515.8974359 , 4560.51282051 , 3948.20512821 , 4104.61538462 , 4272.82051282 , 4317.43589744 , 4017.43589744 , 3987.69230769 , 1727.0 , 1675.0 , 2.234 , 0.0 , 0.0 , 0.0 , 0.0 , 

