['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']
96.0 , 4447.17948718 , 4386.15384615 , 4418.46153846 , 3677.94871795 , 4384.1025641 , 4545.64102564 , 4509.74358974 , 4557.94871795 , 3946.15384615 , 4104.1025641 , 4271.79487179 , 4321.02564103 , 4017.43589744 , 3985.64102564 , 1728.0 , 1675.0 , 2.25 , 0.0 , 0.0 , 0.0 , 0.0 , 

97.0 , 4446.66666667 , 4384.1025641 , 4417.43589744 , 3676.41025641 , 4383.07692308 , 4543.07692308 , 4502.05128205 , 4554.35897436 , 3943.58974359 , 4103.07692308 , 4272.82051282 , 4323.07692308 , 4011.28205128 , 3983.58974359 , 1727.0 , 1674.0 , 2.25 , 0.0 , 0.0 , 0.0 , 0.0 , 

98.0 , 4447.17948718 , 4385.64102564 , 4418.97435897 , 3677.43589744 , 4384.1025641 , 4539.48717949 , 4501.02564103 , 4555.8974359 , 3943.07692308 , 4103.07692308 , 4275.8974359 , 4317.94871795 , 4006.66666667 , 3983.07692308 , 1726.0 , 1676.0 , 2.25 , 0.0 , 0.0 , 0.0 , 0.0 , 

99.0 , 4444.61538462 , 4389.23076923 , 4413.84615385 , 3674.87179487 , 4383.58974359 , 4540.0 , 4506.15384615 , 4557.94871795 , 3945.64102564 , 4104.1025641 , 4274.35897436 , 4315.38461538 , 4010.25641026 , 3982.05128205 , 1726.0 , 1674.0 , 2.266 , 0.0 , 0.0 , 0.0 , 0.0 , 

100.0 , 4438.46153846 , 4388.71794872 , 4411.28205128 , 3672.30769231 , 4382.05128205 , 4543.07692308 , 4511.79487179 , 4560.51282051 , 3946.66666667 , 4103.58974359 , 4271.79487179 , 4320.51282051 , 4017.94871795 , 3981.53846154 , 1725.0 , 1676.0 , 2.266 , 0.0 , 0.0 , 0.0 , 0.0 , 

101.0 , 4444.1025641 , 4386.15384615 , 4421.02564103 , 3673.33333333 , 4383.07692308 , 4547.69230769 , 4513.84615385 , 4566.66666667 , 3951.28205128 , 4104.1025641 , 4274.35897436 , 4321.53846154 , 4023.58974359 , 3986.66666667 , 1725.0 , 1674.0 , 2.281 , 0.0 , 0.0 , 0.0 , 0.0 , 

102.0 , 4451.28205128 , 4387.17948718 , 4422.05128205 , 3674.35897436 , 4385.12820513 , 4548.20512821 , 4509.23076923 , 4563.58974359 , 3951.28205128 , 4105.64102564 , 4273.84615385 , 4318.97435897 , 4018.46153846 , 3987.69230769 , 1724.0 , 1674.0 , 2.281 , 0.0 , 0.0 , 0.0 , 0.0 , 

103.0 , 4455.8974359 , 4387.69230769 , 4408.71794872 , 3673.33333333 , 4383.58974359 , 4546.15384615 , 4505.12820513 , 4557.94871795 , 3949.23076923 , 4105.12820513 , 4270.76923077 , 4319.48717949 , 4013.84615385 , 3988.71794872 , 1724.0 , 1674.0 , 2.297 , 0.0 , 0.0 , 0.0 , 0.0 , 

104.0 , 4449.23076923 , 4389.23076923 , 4400.0 , 3670.25641026 , 4384.1025641 , 4544.1025641 , 4502.05128205 , 4557.43589744 , 3949.23076923 , 4103.07692308 , 4270.25641026 , 4319.48717949 , 4012.30769231 , 3990.76923077 , 1724.0 , 1674.0 , 2.297 , 0.0 , 0.0 , 0.0 , 0.0 , 

105.0 , 4431.28205128 , 4388.20512821 , 4401.53846154 , 3668.71794872 , 4388.71794872 , 4545.12820513 , 4498.46153846 , 4553.84615385 , 3944.61538462 , 4103.07692308 , 4270.25641026 , 4315.8974359 , 4008.20512821 , 3982.56410256 , 1723.0 , 1673.0 , 2.313 , 0.0 , 0.0 , 0.0 , 0.0 , 

106.0 , 4426.66666667 , 4387.17948718 , 4400.51282051 , 3668.71794872 , 4388.20512821 , 4546.15384615 , 4498.46153846 , 4550.76923077 , 3940.51282051 , 4103.58974359 , 4269.23076923 , 4316.92307692 , 4006.66666667 , 3973.84615385 , 1723.0 , 1672.0 , 2.328 , 0.0 , 0.0 , 0.0 , 0.0 , 

107.0 , 4437.94871795 , 4388.71794872 , 4396.41025641 , 3670.25641026 , 4386.66666667 , 4552.30769231 , 4507.69230769 , 4559.48717949 , 3949.23076923 , 4103.07692308 , 4272.82051282 , 4320.51282051 , 4013.33333333 , 3978.97435897 , 1723.0 , 1672.0 , 2.328 , 0.0 , 0.0 , 0.0 , 0.0 , 

108.0 , 4439.48717949 , 4388.71794872 , 4398.46153846 , 3671.79487179 , 4388.20512821 , 4557.43589744 , 4512.30769231 , 4561.53846154 , 3953.84615385 , 4103.07692308 , 4273.33333333 , 4320.51282051 , 4015.38461538 , 3983.07692308 , 1721.0 , 1672.0 , 2.328 , 0.0 , 0.0 , 0.0 , 0.0 , 

109.0 , 4436.92307692 , 4386.66666667 , 4403.07692308 , 3675.38461538 , 4385.12820513 , 4554.87179487 , 4507.17948718 , 4555.38461538 , 3945.64102564 , 4103.58974359 , 4269.23076923 , 4321.02564103 , 4012.30769231 , 3983.58974359 , 1722.0 , 1671.0 , 2.344 , 0.0 , 0.0 , 0.0 , 0.0 , 

110.0 , 4437.43589744 , 4388.20512821 , 4398.46153846 , 3673.84615385 , 4380.51282051 , 4548.20512821 , 4500.0 , 4552.82051282 , 3941.02564103 , 4103.58974359 , 4269.23076923 , 4322.05128205 , 4010.76923077 , 3984.1025641 , 1722.0 , 1671.0 , 2.344 , 0.0 , 0.0 , 0.0 , 0.0 , 

111.0 , 4431.28205128 , 4388.20512821 , 4395.8974359 , 3668.20512821 , 4382.56410256 , 4543.58974359 , 4498.97435897 , 4553.84615385 , 3941.53846154 , 4103.58974359 , 4270.25641026 , 4317.43589744 , 4006.66666667 , 3981.02564103 , 1722.0 , 1670.0 , 2.359 , 0.0 , 0.0 , 0.0 , 0.0 , 

112.0 , 4433.84615385 , 4386.15384615 , 4406.66666667 , 3671.79487179 , 4384.61538462 , 4546.15384615 , 4508.20512821 , 4560.0 , 3948.20512821 , 4103.58974359 , 4271.79487179 , 4315.8974359 , 4009.23076923 , 3979.48717949 , 1722.0 , 1671.0 , 2.375 , 0.0 , 0.0 , 0.0 , 0.0 , 

113.0 , 4440.51282051 , 4387.17948718 , 4412.30769231 , 3681.02564103 , 4382.05128205 , 4549.23076923 , 4514.35897436 , 4562.05128205 , 3952.82051282 , 4103.58974359 , 4274.87179487 , 4321.02564103 , 4012.82051282 , 3980.51282051 , 1723.0 , 1670.0 , 2.375 , 0.0 , 0.0 , 0.0 , 0.0 , 

114.0 , 4424.61538462 , 4388.71794872 , 4405.12820513 , 3676.92307692 , 4380.51282051 , 4545.12820513 , 4505.12820513 , 4555.38461538 , 3943.07692308 , 4103.58974359 , 4274.87179487 , 4320.51282051 , 4007.69230769 , 3973.33333333 , 1722.0 , 1671.0 , 2.375 , 0.0 , 0.0 , 0.0 , 0.0 , 

115.0 , 4415.8974359 , 4387.69230769 , 4403.07692308 , 3666.66666667 , 4383.07692308 , 4541.02564103 , 4497.94871795 , 4552.82051282 , 3935.38461538 , 4103.58974359 , 4270.76923077 , 4314.87179487 , 4004.1025641 , 3968.20512821 , 1723.0 , 1671.0 , 2.391 , 0.0 , 0.0 , 0.0 , 0.0 , 

116.0 , 4426.66666667 , 4387.69230769 , 4406.15384615 , 3670.76923077 , 4383.58974359 , 4545.12820513 , 4504.1025641 , 4558.46153846 , 3944.61538462 , 4103.58974359 , 4269.74358974 , 4314.87179487 , 4003.58974359 , 3975.8974359 , 1723.0 , 1671.0 , 2.406 , 0.0 , 0.0 , 0.0 , 0.0 , 

117.0 , 4418.97435897 , 4387.69230769 , 4407.17948718 , 3674.87179487 , 4382.05128205 , 4544.61538462 , 4503.58974359 , 4557.43589744 , 3945.12820513 , 4103.58974359 , 4269.74358974 , 4316.41025641 , 4000.51282051 , 3978.97435897 , 1723.0 , 1673.0 , 2.406 , 0.0 , 0.0 , 0.0 , 0.0 , 

118.0 , 4422.56410256 , 4387.17948718 , 4410.76923077 , 3673.33333333 , 4381.53846154 , 4541.53846154 , 4498.46153846 , 4554.87179487 , 3936.92307692 , 4103.07692308 , 4270.25641026 , 4315.8974359 , 4007.17948718 , 3981.53846154 , 1724.0 , 1672.0 , 2.422 , 0.0 , 0.0 , 0.0 , 0.0 , 

119.0 , 4464.1025641 , 4388.71794872 , 4411.79487179 , 3676.92307692 , 4383.58974359 , 4543.58974359 , 4497.43589744 , 4556.41025641 , 3937.94871795 , 4103.58974359 , 4273.33333333 , 4316.92307692 , 4016.41025641 , 3994.87179487 , 1723.0 , 1675.0 , 2.422 , 0.0 , 0.0 , 0.0 , 0.0 , 

120.0 , 4484.1025641 , 4388.71794872 , 4411.28205128 , 3678.97435897 , 4384.1025641 , 4546.15384615 , 4500.0 , 4556.92307692 , 3940.0 , 4103.58974359 , 4274.35897436 , 4321.02564103 , 4017.43589744 , 4009.23076923 , 1723.0 , 1675.0 , 2.422 , 0.0 , 0.0 , 0.0 , 0.0 , 

121.0 , 4460.0 , 4387.17948718 , 4415.38461538 , 3676.92307692 , 4383.07692308 , 4544.1025641 , 4505.12820513 , 4557.43589744 , 3938.46153846 , 4103.07692308 , 4273.33333333 , 4323.07692308 , 4016.41025641 , 4015.8974359 , 1723.0 , 1677.0 , 2.438 , 0.0 , 0.0 , 0.0 , 0.0 , 

122.0 , 4454.87179487 , 4387.69230769 , 4421.02564103 , 3680.0 , 4383.58974359 , 4543.07692308 , 4507.69230769 , 4562.05128205 , 3948.20512821 , 4103.58974359 , 4276.92307692 , 4323.58974359 , 4017.94871795 , 4017.94871795 , 1723.0 , 1678.0 , 2.453 , 0.0 , 0.0 , 0.0 , 0.0 , 

123.0 , 4477.94871795 , 4388.20512821 , 4422.05128205 , 3681.02564103 , 4383.07692308 , 4543.58974359 , 4505.64102564 , 4564.1025641 , 3956.41025641 , 4105.12820513 , 4282.56410256 , 4326.15384615 , 4021.02564103 , 4018.46153846 , 1723.0 , 1678.0 , 2.453 , 0.0 , 0.0 , 0.0 , 0.0 , 

124.0 , 4483.58974359 , 4387.17948718 , 4421.53846154 , 3675.8974359 , 4381.02564103 , 4543.58974359 , 4509.23076923 , 4563.07692308 , 3950.25641026 , 4104.61538462 , 4284.1025641 , 4326.15384615 , 4027.69230769 , 4023.07692308 , 1723.0 , 1680.0 , 2.453 , 0.0 , 0.0 , 0.0 , 0.0 , 

125.0 , 4472.82051282 , 4387.17948718 , 4421.02564103 , 3677.43589744 , 4381.53846154 , 4544.1025641 , 4510.76923077 , 4562.05128205 , 3946.15384615 , 4103.58974359 , 4284.61538462 , 4325.12820513 , 4030.25641026 , 4024.1025641 , 1724.0 , 1681.0 , 2.469 , 0.0 , 0.0 , 0.0 , 0.0 , 

126.0 , 4468.71794872 , 4387.17948718 , 4418.46153846 , 3681.02564103 , 4382.05128205 , 4546.15384615 , 4505.64102564 , 4564.1025641 , 3950.25641026 , 4105.12820513 , 4287.17948718 , 4326.15384615 , 4027.17948718 , 4020.0 , 1725.0 , 1682.0 , 2.469 , 0.0 , 0.0 , 0.0 , 0.0 , 

127.0 , 4465.12820513 , 4387.17948718 , 4412.82051282 , 3678.46153846 , 4382.05128205 , 4546.15384615 , 4506.15384615 , 4564.1025641 , 3946.66666667 , 4106.15384615 , 4284.1025641 , 4326.15384615 , 4020.0 , 4017.43589744 , 1725.0 , 1682.0 , 2.484 , 0.0 , 0.0 , 0.0 , 0.0 , 

128.0 , 4452.82051282 , 4387.17948718 , 4410.25641026 , 3676.41025641 , 4383.07692308 , 4545.12820513 , 4507.17948718 , 4560.0 , 3936.92307692 , 4105.64102564 , 4278.46153846 , 4322.56410256 , 4011.28205128 , 4016.41025641 , 1725.0 , 1684.0 , 2.5 , 0.0 , 0.0 , 0.0 , 0.0 , 

0.0 , 4448.71794872 , 4387.17948718 , 4415.8974359 , 3678.46153846 , 4383.58974359 , 4546.66666667 , 4502.05128205 , 4558.46153846 , 3937.43589744 , 4105.64102564 , 4278.46153846 , 4323.58974359 , 4009.23076923 , 4010.76923077 , 1726.0 , 1683.0 , 2.5 , 0.0 , 0.0 , 0.0 , 0.0 , 

1.0 , 4455.38461538 , 4387.17948718 , 4420.0 , 3678.46153846 , 4383.07692308 , 4546.15384615 , 4503.07692308 , 4561.02564103 , 3945.12820513 , 4105.64102564 , 4282.05128205 , 4327.17948718 , 4010.76923077 , 4006.15384615 , 1725.0 , 1684.0 , 2.516 , 0.0 , 0.0 , 0.0 , 0.0 , 

2.0 , 4456.92307692 , 4387.17948718 , 4418.97435897 , 3676.92307692 , 4383.07692308 , 4547.17948718 , 4511.79487179 , 4566.66666667 , 3951.28205128 , 4105.64102564 , 4283.07692308 , 4327.69230769 , 4017.43589744 , 4011.79487179 , 1727.0 , 1684.0 , 2.516 , 0.0 , 0.0 , 0.0 , 0.0 , 

3.0 , 4453.33333333 , 4387.17948718 , 4418.46153846 , 3676.92307692 , 4384.61538462 , 4548.20512821 , 4514.35897436 , 4572.30769231 , 3951.79487179 , 4105.64102564 , 4285.64102564 , 4327.69230769 , 4026.66666667 , 4020.51282051 , 1726.0 , 1685.0 , 2.531 , 0.0 , 0.0 , 0.0 , 0.0 , 

4.0 , 4448.71794872 , 4387.17948718 , 4417.43589744 , 3675.38461538 , 4385.12820513 , 4546.15384615 , 4513.84615385 , 4574.35897436 , 3952.82051282 , 4106.15384615 , 4287.17948718 , 4330.25641026 , 4025.12820513 , 4021.53846154 , 1727.0 , 1686.0 , 2.531 , 0.0 , 0.0 , 0.0 , 0.0 , 

5.0 , 4451.79487179 , 4387.17948718 , 4416.41025641 , 3675.38461538 , 4383.07692308 , 4547.69230769 , 4518.46153846 , 4574.87179487 , 3960.51282051 , 4106.15384615 , 4284.1025641 , 4328.71794872 , 4017.43589744 , 4016.41025641 , 1727.0 , 1685.0 , 2.547 , 0.0 , 0.0 , 0.0 , 0.0 , 

6.0 , 4457.43589744 , 4387.17948718 , 4420.0 , 3680.51282051 , 4382.56410256 , 4555.38461538 , 4521.53846154 , 4578.46153846 , 3969.23076923 , 4105.12820513 , 4284.61538462 , 4326.15384615 , 4021.53846154 , 4013.33333333 , 1728.0 , 1686.0 , 2.547 , 0.0 , 0.0 , 0.0 , 0.0 , 

7.0 , 4448.20512821 , 4387.17948718 , 4416.92307692 , 3683.58974359 , 4385.12820513 , 4554.35897436 , 4515.38461538 , 4575.8974359 , 3963.07692308 , 4104.1025641 , 4285.64102564 , 4326.66666667 , 4024.61538462 , 4010.25641026 , 1727.0 , 1685.0 , 2.547 , 0.0 , 0.0 , 0.0 , 0.0 , 

8.0 , 4444.61538462 , 4387.17948718 , 4407.17948718 , 3681.02564103 , 4386.15384615 , 4550.25641026 , 4510.76923077 , 4568.20512821 , 3953.33333333 , 4104.61538462 , 4283.58974359 , 4325.12820513 , 4018.97435897 , 4010.76923077 , 1727.0 , 1685.0 , 2.563 , 0.0 , 0.0 , 0.0 , 0.0 , 

9.0 , 4447.17948718 , 4387.17948718 , 4404.1025641 , 3676.41025641 , 4382.56410256 , 4549.23076923 , 4508.20512821 , 4562.56410256 , 3950.25641026 , 4104.61538462 , 4281.02564103 , 4322.05128205 , 4012.30769231 , 4008.20512821 , 1727.0 , 1684.0 , 2.578 , 0.0 , 0.0 , 0.0 , 0.0 , 

10.0 , 4437.94871795 , 4387.17948718 , 4408.71794872 , 3675.8974359 , 4382.05128205 , 4548.71794872 , 4501.53846154 , 4558.46153846 , 3945.64102564 , 4104.1025641 , 4280.51282051 , 4323.58974359 , 4009.23076923 , 4004.61538462 , 1727.0 , 1684.0 , 2.578 , 0.0 , 0.0 , 0.0 , 0.0 , 

11.0 , 4428.20512821 , 4387.17948718 , 4409.23076923 , 3677.94871795 , 4383.07692308 , 4549.23076923 , 4495.38461538 , 4556.41025641 , 3941.02564103 , 4104.61538462 , 4280.51282051 , 4325.12820513 , 4010.25641026 , 4011.28205128 , 1728.0 , 1683.0 , 2.594 , 0.0 , 0.0 , 0.0 , 0.0 , 

12.0 , 4441.53846154 , 4387.17948718 , 4409.74358974 , 3677.94871795 , 4384.61538462 , 4553.33333333 , 4498.46153846 , 4561.02564103 , 3946.66666667 , 4104.61538462 , 4281.53846154 , 4322.56410256 , 4014.35897436 , 4018.46153846 , 1726.0 , 1685.0 , 2.594 , 0.0 , 0.0 , 0.0 , 0.0 , 

13.0 , 4460.0 , 4387.17948718 , 4412.82051282 , 3676.41025641 , 4387.17948718 , 4554.35897436 , 4507.69230769 , 4565.12820513 , 3954.87179487 , 4104.61538462 , 4284.1025641 , 4325.12820513 , 4022.05128205 , 4017.43589744 , 1727.0 , 1685.0 , 2.594 , 0.0 , 0.0 , 0.0 , 0.0 , 

14.0 , 4457.94871795 , 4387.17948718 , 4413.84615385 , 3677.43589744 , 4386.66666667 , 4550.76923077 , 4508.71794872 , 4560.51282051 , 3948.71794872 , 4104.61538462 , 4285.12820513 , 4327.69230769 , 4028.71794872 , 4013.84615385 , 1726.0 , 1685.0 , 2.609 , 0.0 , 0.0 , 0.0 , 0.0 , 

15.0 , 4443.58974359 , 4387.17948718 , 4410.25641026 , 3680.0 , 4382.56410256 , 4546.66666667 , 4498.97435897 , 4553.33333333 , 3932.82051282 , 4104.61538462 , 4281.53846154 , 4323.07692308 , 4021.53846154 , 4012.30769231 , 1727.0 , 1686.0 , 2.625 , 0.0 , 0.0 , 0.0 , 0.0 , 

16.0 , 4437.43589744 , 4387.17948718 , 4407.17948718 , 3678.46153846 , 4382.56410256 , 4538.46153846 , 4489.23076923 , 4548.20512821 , 3924.1025641 , 4104.1025641 , 4274.87179487 , 4321.53846154 , 4007.69230769 , 4008.71794872 , 1727.0 , 1686.0 , 2.625 , 0.0 , 0.0 , 0.0 , 0.0 , 

17.0 , 4444.61538462 , 4387.17948718 , 4406.66666667 , 3675.38461538 , 4385.64102564 , 4532.30769231 , 4491.79487179 , 4549.74358974 , 3928.71794872 , 4104.61538462 , 4275.38461538 , 4326.15384615 , 4010.25641026 , 4006.66666667 , 1725.0 , 1687.0 , 2.641 , 0.0 , 0.0 , 0.0 , 0.0 , 

18.0 , 4447.17948718 , 4387.17948718 , 4409.74358974 , 3676.92307692 , 4384.1025641 , 4535.8974359 , 4498.46153846 , 4554.35897436 , 3932.30769231 , 4104.61538462 , 4283.58974359 , 4327.17948718 , 4020.0 , 4008.20512821 , 1726.0 , 1686.0 , 2.641 , 0.0 , 0.0 , 0.0 , 0.0 , 

19.0 , 4448.20512821 , 4387.17948718 , 4417.43589744 , 3681.53846154 , 4381.53846154 , 4544.1025641 , 4502.56410256 , 4558.46153846 , 3935.38461538 , 4104.61538462 , 4286.15384615 , 4325.12820513 , 4023.07692308 , 4011.28205128 , 1724.0 , 1687.0 , 2.656 , 0.0 , 0.0 , 0.0 , 0.0 , 

20.0 , 4451.79487179 , 4387.17948718 , 4418.97435897 , 3683.58974359 , 4382.56410256 , 4549.74358974 , 4508.71794872 , 4560.51282051 , 3942.05128205 , 4104.61538462 , 4284.1025641 , 4325.64102564 , 4025.12820513 , 4013.84615385 , 1725.0 , 1688.0 , 2.656 , 0.0 , 0.0 , 0.0 , 0.0 , 

21.0 , 4447.69230769 , 4387.69230769 , 4416.92307692 , 3682.56410256 , 4384.1025641 , 4556.41025641 , 4512.30769231 , 4564.61538462 , 3949.23076923 , 4105.12820513 , 4287.17948718 , 4326.66666667 , 4029.74358974 , 4014.87179487 , 1725.0 , 1687.0 , 2.672 , 0.0 , 0.0 , 0.0 , 0.0 , 

22.0 , 4442.05128205 , 4387.17948718 , 4417.43589744 , 3681.53846154 , 4384.1025641 , 4556.92307692 , 4506.15384615 , 4561.53846154 , 3949.23076923 , 4104.1025641 , 4290.25641026 , 4326.66666667 , 4030.25641026 , 4015.38461538 , 1725.0 , 1685.0 , 2.672 , 0.0 , 0.0 , 0.0 , 0.0 , 

23.0 , 4449.74358974 , 4387.17948718 , 4416.92307692 , 3680.0 , 4383.58974359 , 4550.25641026 , 4499.48717949 , 4553.33333333 , 3941.53846154 , 4102.56410256 , 4286.66666667 , 4326.66666667 , 4026.66666667 , 4017.43589744 , 1724.0 , 1685.0 , 2.672 , 0.0 , 0.0 , 0.0 , 0.0 , 

24.0 , 4456.41025641 , 4388.71794872 , 4418.46153846 , 3676.92307692 , 4384.1025641 , 4545.64102564 , 4499.48717949 , 4552.82051282 , 3936.41025641 , 4103.58974359 , 4282.56410256 , 4326.15384615 , 4019.48717949 , 4020.51282051 , 1725.0 , 1683.0 , 2.688 , 0.0 , 0.0 , 0.0 , 0.0 , 

25.0 , 4455.8974359 , 4389.23076923 , 4423.58974359 , 3676.92307692 , 4384.1025641 , 4549.23076923 , 4502.05128205 , 4556.92307692 , 3936.92307692 , 4104.61538462 , 4284.1025641 , 4326.66666667 , 4015.8974359 , 4017.94871795 , 1724.0 , 1682.0 , 2.703 , 0.0 , 0.0 , 0.0 , 0.0 , 

26.0 , 4453.84615385 , 4387.17948718 , 4422.56410256 , 3679.48717949 , 4383.07692308 , 4550.76923077 , 4503.07692308 , 4554.87179487 , 3934.35897436 , 4104.61538462 , 4285.64102564 , 4326.15384615 , 4018.97435897 , 4006.15384615 , 1725.0 , 1681.0 , 2.703 , 0.0 , 0.0 , 0.0 , 0.0 , 

27.0 , 4448.20512821 , 4387.17948718 , 4422.05128205 , 3682.56410256 , 4384.1025641 , 4551.79487179 , 4507.69230769 , 4555.38461538 , 3935.38461538 , 4104.1025641 , 4285.64102564 , 4324.61538462 , 4022.56410256 , 4002.05128205 , 1725.0 , 1678.0 , 2.719 , 0.0 , 0.0 , 0.0 , 0.0 , 

28.0 , 4445.12820513 , 4388.20512821 , 4427.69230769 , 3681.53846154 , 4384.61538462 , 4557.94871795 , 4511.79487179 , 4559.48717949 , 3941.02564103 , 4104.61538462 , 4285.64102564 , 4324.61538462 , 4022.05128205 , 4011.28205128 , 1725.0 , 1678.0 , 2.719 , 0.0 , 0.0 , 0.0 , 0.0 , 

29.0 , 4450.76923077 , 4388.71794872 , 4431.79487179 , 3679.48717949 , 4383.58974359 , 4559.48717949 , 4510.25641026 , 4556.92307692 , 3939.48717949 , 4104.61538462 , 4287.17948718 , 4327.17948718 , 4020.0 , 4015.38461538 , 1726.0 , 1676.0 , 2.734 , 0.0 , 0.0 , 0.0 , 0.0 , 

30.0 , 4447.69230769 , 4388.71794872 , 4431.28205128 , 3678.97435897 , 4383.58974359 , 4549.23076923 , 4508.20512821 , 4552.30769231 , 3933.33333333 , 4104.61538462 , 4286.66666667 , 4326.15384615 , 4016.41025641 , 4011.79487179 , 1726.0 , 1675.0 , 2.734 , 0.0 , 0.0 , 0.0 , 0.0 , 

31.0 , 4443.58974359 , 4387.69230769 , 4431.28205128 , 3677.94871795 , 4384.1025641 , 4544.1025641 , 4509.23076923 , 4552.30769231 , 3932.82051282 , 4104.61538462 , 4284.61538462 , 4325.12820513 , 4017.43589744 , 4012.82051282 , 1726.0 , 1674.0 , 2.75 , 0.0 , 0.0 , 0.0 , 0.0 , 

32.0 , 4451.79487179 , 4386.15384615 , 4429.23076923 , 3677.43589744 , 4383.07692308 , 4548.20512821 , 4508.71794872 , 4552.30769231 , 3935.38461538 , 4104.61538462 , 4286.66666667 , 4326.66666667 , 4022.05128205 , 4015.8974359 , 1725.0 , 1673.0 , 2.75 , 0.0 , 0.0 , 0.0 , 0.0 , 

33.0 , 4460.0 , 4386.66666667 , 4428.20512821 , 3675.8974359 , 4382.56410256 , 4544.61538462 , 4505.12820513 , 4549.74358974 , 3935.8974359 , 4104.1025641 , 4291.28205128 , 4327.69230769 , 4023.58974359 , 4011.79487179 , 1726.0 , 1671.0 , 2.766 , 0.0 , 0.0 , 0.0 , 0.0 , 

34.0 , 4453.33333333 , 4388.20512821 , 4426.66666667 , 3675.8974359 , 4382.56410256 , 4542.05128205 , 4504.61538462 , 4547.17948718 , 3933.84615385 , 4104.61538462 , 4290.25641026 , 4327.69230769 , 4023.58974359 , 4009.23076923 , 1726.0 , 1670.0 , 2.766 , 0.0 , 0.0 , 0.0 , 0.0 , 

35.0 , 4441.02564103 , 4388.20512821 , 4423.07692308 , 3678.46153846 , 4382.56410256 , 4549.23076923 , 4503.58974359 , 4545.12820513 , 3931.28205128 , 4104.1025641 , 4288.71794872 , 4327.17948718 , 4024.61538462 , 4015.38461538 , 1726.0 , 1670.0 , 2.781 , 0.0 , 0.0 , 0.0 , 0.0 , 

36.0 , 4443.58974359 , 4388.20512821 , 4425.12820513 , 3682.05128205 , 4382.56410256 , 4553.84615385 , 4506.66666667 , 4549.74358974 , 3936.92307692 , 4104.61538462 , 4290.76923077 , 4325.64102564 , 4030.76923077 , 4020.0 , 1726.0 , 1671.0 , 2.781 , 0.0 , 0.0 , 0.0 , 0.0 , 

37.0 , 4453.84615385 , 4388.20512821 , 4428.20512821 , 3684.61538462 , 4383.58974359 , 4550.76923077 , 4511.79487179 , 4555.38461538 , 3944.1025641 , 4104.1025641 , 4291.28205128 , 4327.17948718 , 4037.43589744 , 4015.8974359 , 1725.0 , 1669.0 , 2.797 , 0.0 , 0.0 , 0.0 , 0.0 , 

38.0 , 4453.33333333 , 4388.20512821 , 4426.66666667 , 3685.12820513 , 4383.07692308 , 4545.64102564 , 4507.17948718 , 4551.28205128 , 3941.02564103 , 4104.61538462 , 4290.76923077 , 4327.69230769 , 4037.43589744 , 4013.33333333 , 1725.0 , 1670.0 , 2.797 , 0.0 , 0.0 , 0.0 , 0.0 , 

39.0 , 4440.51282051 , 4387.69230769 , 4424.61538462 , 3681.53846154 , 4383.58974359 , 4541.53846154 , 4499.48717949 , 4547.17948718 , 3934.35897436 , 4104.1025641 , 4291.28205128 , 4327.17948718 , 4030.76923077 , 4015.8974359 , 1724.0 , 1669.0 , 2.813 , 0.0 , 0.0 , 0.0 , 0.0 , 

40.0 , 4436.92307692 , 4386.66666667 , 4428.71794872 , 3681.02564103 , 4384.61538462 , 4548.20512821 , 4503.07692308 , 4553.33333333 , 3940.0 , 4104.61538462 , 4291.79487179 , 4327.17948718 , 4033.33333333 , 4017.94871795 , 1723.0 , 1669.0 , 2.813 , 0.0 , 0.0 , 0.0 , 0.0 , 

41.0 , 4436.41025641 , 4387.17948718 , 4428.20512821 , 3681.53846154 , 4384.61538462 , 4552.30769231 , 4501.53846154 , 4555.8974359 , 3943.58974359 , 4104.1025641 , 4291.28205128 , 4328.71794872 , 4036.41025641 , 4011.28205128 , 1724.0 , 1669.0 , 2.828 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 4430.76923077 , 4388.20512821 , 4422.56410256 , 3682.05128205 , 4384.61538462 , 4546.66666667 , 4495.38461538 , 4552.30769231 , 3938.97435897 , 4104.61538462 , 4290.25641026 , 4330.25641026 , 4031.28205128 , 4007.17948718 , 1723.0 , 1671.0 , 2.828 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 4430.76923077 , 4388.20512821 , 4421.53846154 , 3683.58974359 , 4384.61538462 , 4544.61538462 , 4494.35897436 , 4549.23076923 , 3934.87179487 , 4104.61538462 , 4286.66666667 , 4328.20512821 , 4028.71794872 , 4007.69230769 , 1723.0 , 1671.0 , 2.844 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 4437.94871795 , 4388.20512821 , 4425.64102564 , 3681.53846154 , 4384.61538462 , 4549.74358974 , 4494.87179487 , 4546.66666667 , 3933.33333333 , 4104.61538462 , 4284.1025641 , 4323.07692308 , 4030.76923077 , 4004.1025641 , 1722.0 , 1671.0 , 2.844 , 0.0 , 0.0 , 0.0 , 0.0 , 

