Counter	AF3	F7	F3	FC5	T7	P7	O1	O2	P8	T8	FC6	F4	F8	AF4	GyroX	GyroY	Timestamp	FUNC_ID	FUNC_VALUE	MARKER	SYNC_SIGNAL	CMS_Q	DRL_Q	AF3_Q	F7_Q	F3_Q	FC5_Q	T7_Q	P7_Q	O1_Q	O2_Q	P8_Q	T8_Q	FC6_Q	F4_Q	F8_Q	AF4_Q
51.000000	4356.410256	4388.205128	4406.153846	3712.307692	4378.461538	4611.794872	4629.743590	4526.153846	4024.615385	4097.435897	4512.820513	4440.000000	4267.692308	3956.410256	1726.000000	1676.000000	98.338000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52.000000	4356.923077	4389.230769	4404.102564	3714.871795	4382.051282	4608.717949	4630.256410	4524.102564	4024.615385	4101.538462	4514.358974	4442.051282	4268.717949	3955.384615	1725.000000	1678.000000	98.338000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53.000000	4357.435897	4388.205128	4404.102564	3714.871795	4382.051282	4610.769231	4631.794872	4526.666667	4027.692308	4100.000000	4512.820513	4441.538462	4267.692308	3953.846154	1725.000000	1678.000000	98.354000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54.000000	4355.897436	4388.205128	4406.153846	3713.846154	4380.512821	4612.307692	4630.769231	4527.692308	4025.128205	4098.461538	4511.794872	4439.487179	4268.205128	3956.410256	1726.000000	1677.000000	98.354000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55.000000	4355.384615	4390.769231	4408.205128	3713.846154	4381.538462	4610.769231	4630.769231	4525.128205	4022.051282	4103.589744	4510.256410	4440.000000	4267.179487	3956.923077	1726.000000	1677.000000	98.370000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56.000000	4359.487179	4389.230769	4406.666667	3715.384615	4381.538462	4609.743590	4632.820513	4524.615385	4027.692308	4104.102564	4513.333333	4440.000000	4267.179487	3956.923077	1726.000000	1676.000000	98.370000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57.000000	4359.487179	4383.589744	4406.153846	3715.897436	4381.025641	4610.769231	4632.820513	4528.205128	4031.794872	4098.974359	4513.846154	4439.487179	4269.743590	3956.410256	1726.000000	1678.000000	98.385000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58.000000	4356.410256	4384.615385	4407.179487	3713.846154	4382.564103	4610.256410	4630.256410	4529.743590	4027.179487	4100.000000	4512.307692	4440.000000	4268.205128	3957.435897	1726.000000	1677.000000	98.385000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59.000000	4357.435897	4389.230769	4409.743590	3713.846154	4382.051282	4611.282051	4629.743590	4524.615385	4027.692308	4101.538462	4511.282051	4439.487179	4267.692308	3955.897436	1725.000000	1677.000000	98.401000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60.000000	4360.000000	4388.205128	4408.717949	3714.871795	4381.538462	4610.769231	4629.743590	4521.538462	4033.333333	4100.000000	4512.307692	4437.948718	4270.256410	3955.384615	1725.000000	1676.000000	98.401000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
