['Time', 'UserID', 'Wireless Signal Status', 'Blink', 'Wink Left', 'Wink Right', 'Look Left', 'Look Right', 'Eyebrow', 'Furrow', 'Smile', 'Clench', 'Smirk Left', 'Smirk Right', 'Laugh', 'Short Term Excitement', 'Long Term Excitement', 'Engagement/Boredom', 'Cognitiv Action', 'Cognitiv Power']
0.0312768779695 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0.0 , 1 , 0.0


0.0312768779695 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0.0 , 1 , 0.0


0.500430047512 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0.191194057465 , 0 , 0 , 0 , 0 , 0 , 0.000473697320558 , 7.89495607023e-06 , 0.636987626553 , 1 , 0.0


0.531706929207 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0.191194057465 , 0 , 0 , 0 , 0 , 0 , 0.000473697320558 , 7.89495607023e-06 , 0.636987626553 , 1 , 0.0


0.625537574291 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0.225169166923 , 0 , 0 , 0 , 0 , 0 , 0.000473697320558 , 7.89495607023e-06 , 0.636987626553 , 1 , 0.0


0.75064510107 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0.207956373692 , 0 , 0 , 0 , 0 , 0 , 0.000473697320558 , 7.89495607023e-06 , 0.636987626553 , 1 , 0.0


0.87575262785 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0.21965700388 , 0 , 0 , 0 , 0 , 0 , 0.000473697320558 , 7.89495607023e-06 , 0.636987626553 , 1 , 0.0


1.00086009502 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0.20608137548 , 0 , 0 , 0 , 0 , 0 , 0.000473697320558 , 1.57241192937e-05 , 0.716498792171 , 1 , 0.0


1.03213703632 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0.20608137548 , 0 , 0 , 0 , 0 , 0 , 0.000473697320558 , 1.57241192937e-05 , 0.716498792171 , 1 , 0.0


1.1259676218 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0.173949047923 , 0 , 0 , 0 , 0 , 0 , 0.000473697320558 , 1.57241192937e-05 , 0.716498792171 , 1 , 0.0


1.25107514858 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0.177609816194 , 0 , 0 , 0 , 0 , 0 , 0.000473697320558 , 1.57241192937e-05 , 0.716498792171 , 1 , 0.0


1.37618267536 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0.165472716093 , 0 , 0 , 0 , 0 , 0 , 0.000473697320558 , 1.57241192937e-05 , 0.716498792171 , 1 , 0.0


1.50129020214 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0.166891366243 , 0 , 0 , 0 , 0 , 0 , 0.000473697320558 , 2.34874914895e-05 , 0.743885934353 , 1 , 0.0


1.53256702423 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0.166891366243 , 0 , 0 , 0 , 0 , 0 , 0.000473697320558 , 2.34874914895e-05 , 0.743885934353 , 1 , 0.0


