['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']

118.0 , 4512.30769231 , 3970.76923077 , 4330.76923077 , 4388.71794872 , 4217.43589744 , 4033.33333333 , 4189.74358974 , 4146.66666667 , 4263.58974359 , 4526.66666667 , 4355.38461538 , 3853.84615385 , 4376.41025641 , 4012.30769231 , 1723.0 , 1688.0 , 5.869 , 0.0 , 0.0 , 0.0 , 0.0 , 

119.0 , 4513.84615385 , 3966.15384615 , 4330.76923077 , 4386.66666667 , 4214.87179487 , 4028.71794872 , 4190.25641026 , 4150.76923077 , 4264.61538462 , 4526.15384615 , 4356.92307692 , 3861.02564103 , 4375.38461538 , 4009.74358974 , 1721.0 , 1690.0 , 5.877 , 0.0 , 0.0 , 0.0 , 0.0 , 

120.0 , 4510.76923077 , 3971.79487179 , 4332.30769231 , 4388.20512821 , 4214.35897436 , 4030.76923077 , 4191.28205128 , 4150.25641026 , 4263.58974359 , 4527.17948718 , 4357.94871795 , 3860.51282051 , 4373.33333333 , 4010.76923077 , 1721.0 , 1692.0 , 5.885 , 0.0 , 0.0 , 0.0 , 0.0 , 

121.0 , 4511.79487179 , 3975.8974359 , 4333.84615385 , 4389.23076923 , 4213.33333333 , 4030.76923077 , 4191.28205128 , 4151.28205128 , 4262.56410256 , 4526.66666667 , 4360.0 , 3863.58974359 , 4374.35897436 , 4013.84615385 , 1720.0 , 1691.0 , 5.893 , 0.0 , 0.0 , 0.0 , 0.0 , 

122.0 , 4516.92307692 , 3974.35897436 , 4331.28205128 , 4390.25641026 , 4214.87179487 , 4028.71794872 , 4192.30769231 , 4152.30769231 , 4265.12820513 , 4524.1025641 , 4359.48717949 , 3866.66666667 , 4376.92307692 , 4012.82051282 , 1720.0 , 1691.0 , 5.9 , 0.0 , 0.0 , 0.0 , 0.0 , 

123.0 , 4516.41025641 , 3970.25641026 , 4330.76923077 , 4391.79487179 , 4215.8974359 , 4029.74358974 , 4195.38461538 , 4151.79487179 , 4266.66666667 , 4525.64102564 , 4356.41025641 , 3867.17948718 , 4375.8974359 , 4010.76923077 , 1720.0 , 1689.0 , 5.908 , 0.0 , 0.0 , 0.0 , 0.0 , 

124.0 , 4513.33333333 , 3971.79487179 , 4331.28205128 , 4390.76923077 , 4216.92307692 , 4031.79487179 , 4192.82051282 , 4150.25641026 , 4264.1025641 , 4528.71794872 , 4356.92307692 , 3862.56410256 , 4373.33333333 , 4010.76923077 , 1718.0 , 1690.0 , 5.916 , 0.0 , 0.0 , 0.0 , 0.0 , 

125.0 , 4509.74358974 , 3968.20512821 , 4336.92307692 , 4390.25641026 , 4217.94871795 , 4029.74358974 , 4191.79487179 , 4153.33333333 , 4263.58974359 , 4526.66666667 , 4361.02564103 , 3863.58974359 , 4374.35897436 , 4012.82051282 , 1718.0 , 1686.0 , 5.924 , 0.0 , 0.0 , 0.0 , 0.0 , 

126.0 , 4507.17948718 , 3967.17948718 , 4333.33333333 , 4393.84615385 , 4222.05128205 , 4034.87179487 , 4192.30769231 , 4156.41025641 , 4264.61538462 , 4525.64102564 , 4360.0 , 3862.56410256 , 4375.8974359 , 4011.79487179 , 1718.0 , 1685.0 , 5.931 , 0.0 , 0.0 , 0.0 , 0.0 , 

127.0 , 4504.61538462 , 3962.56410256 , 4330.76923077 , 4396.41025641 , 4220.51282051 , 4033.33333333 , 4192.82051282 , 4155.38461538 , 4264.1025641 , 4527.17948718 , 4358.97435897 , 3868.71794872 , 4373.84615385 , 4010.25641026 , 1720.0 , 1684.0 , 5.939 , 0.0 , 0.0 , 0.0 , 0.0 , 

128.0 , 4512.30769231 , 3967.69230769 , 4330.25641026 , 4390.25641026 , 4213.84615385 , 4032.82051282 , 4192.30769231 , 4148.20512821 , 4263.07692308 , 4526.15384615 , 4358.97435897 , 3865.12820513 , 4372.82051282 , 4008.71794872 , 1721.0 , 1682.0 , 5.946 , 0.0 , 0.0 , 0.0 , 0.0 , 

0.0 , 4524.1025641 , 3974.35897436 , 4331.28205128 , 4382.56410256 , 4212.30769231 , 4036.92307692 , 4192.30769231 , 4143.58974359 , 4264.1025641 , 4524.61538462 , 4358.46153846 , 3858.97435897 , 4373.84615385 , 4009.23076923 , 1722.0 , 1681.0 , 5.955 , 0.0 , 0.0 , 0.0 , 0.0 , 

1.0 , 4524.61538462 , 3975.38461538 , 4329.74358974 , 4384.1025641 , 4216.41025641 , 4038.46153846 , 4192.30769231 , 4147.69230769 , 4264.1025641 , 4525.12820513 , 4355.8974359 , 3857.43589744 , 4374.87179487 , 4009.23076923 , 1723.0 , 1680.0 , 5.963 , 0.0 , 0.0 , 0.0 , 0.0 , 

2.0 , 4512.82051282 , 3968.71794872 , 4331.79487179 , 4391.28205128 , 4211.79487179 , 4031.28205128 , 4192.30769231 , 4154.87179487 , 4262.56410256 , 4525.64102564 , 4357.43589744 , 3864.1025641 , 4374.87179487 , 4007.69230769 , 1723.0 , 1680.0 , 5.971 , 0.0 , 0.0 , 0.0 , 0.0 , 

3.0 , 4508.20512821 , 3969.74358974 , 4335.38461538 , 4392.30769231 , 4208.20512821 , 4030.76923077 , 4191.28205128 , 4153.84615385 , 4264.1025641 , 4526.66666667 , 4358.46153846 , 3864.61538462 , 4373.33333333 , 4006.66666667 , 1723.0 , 1680.0 , 5.979 , 0.0 , 0.0 , 0.0 , 0.0 , 

4.0 , 4510.25641026 , 3970.76923077 , 4335.38461538 , 4394.35897436 , 4214.87179487 , 4031.79487179 , 4192.30769231 , 4151.28205128 , 4266.15384615 , 4526.15384615 , 4358.46153846 , 3861.53846154 , 4372.82051282 , 4008.71794872 , 1724.0 , 1681.0 , 5.985 , 0.0 , 0.0 , 0.0 , 0.0 , 

5.0 , 4509.23076923 , 3967.17948718 , 4334.35897436 , 4397.43589744 , 4215.8974359 , 4029.74358974 , 4195.38461538 , 4154.35897436 , 4265.12820513 , 4524.61538462 , 4360.0 , 3863.07692308 , 4375.38461538 , 4012.30769231 , 1724.0 , 1682.0 , 5.994 , 0.0 , 0.0 , 0.0 , 0.0 , 

6.0 , 4510.76923077 , 3967.17948718 , 4331.79487179 , 4389.74358974 , 4210.76923077 , 4029.23076923 , 4195.8974359 , 4152.82051282 , 4263.58974359 , 4525.12820513 , 4358.97435897 , 3866.15384615 , 4375.38461538 , 4011.79487179 , 1724.0 , 1683.0 , 6.002 , 0.0 , 0.0 , 0.0 , 0.0 , 

7.0 , 4513.84615385 , 3970.76923077 , 4331.28205128 , 4385.12820513 , 4212.30769231 , 4029.74358974 , 4192.30769231 , 4147.17948718 , 4266.15384615 , 4526.15384615 , 4357.94871795 , 3866.66666667 , 4371.79487179 , 4012.30769231 , 1725.0 , 1682.0 , 6.009 , 0.0 , 0.0 , 0.0 , 0.0 , 

8.0 , 4512.30769231 , 3973.84615385 , 4332.82051282 , 4390.76923077 , 4215.8974359 , 4033.84615385 , 4189.74358974 , 4149.74358974 , 4266.66666667 , 4523.58974359 , 4358.46153846 , 3857.94871795 , 4373.84615385 , 4013.84615385 , 1723.0 , 1685.0 , 6.017 , 0.0 , 0.0 , 0.0 , 0.0 , 

9.0 , 4509.74358974 , 3969.74358974 , 4337.43589744 , 4392.82051282 , 4212.82051282 , 4035.38461538 , 4193.84615385 , 4156.92307692 , 4264.1025641 , 4522.56410256 , 4358.46153846 , 3856.41025641 , 4377.43589744 , 4012.30769231 , 1721.0 , 1687.0 , 6.025 , 0.0 , 0.0 , 0.0 , 0.0 , 

10.0 , 4510.76923077 , 3969.23076923 , 4334.87179487 , 4390.25641026 , 4216.92307692 , 4034.35897436 , 4194.35897436 , 4154.35897436 , 4265.64102564 , 4523.07692308 , 4356.41025641 , 3855.38461538 , 4375.38461538 , 4008.20512821 , 1720.0 , 1689.0 , 6.033 , 0.0 , 0.0 , 0.0 , 0.0 , 

11.0 , 4510.76923077 , 3967.69230769 , 4333.33333333 , 4390.76923077 , 4224.61538462 , 4034.87179487 , 4194.35897436 , 4147.17948718 , 4268.20512821 , 4522.56410256 , 4356.41025641 , 3855.8974359 , 4373.84615385 , 4007.69230769 , 1720.0 , 1692.0 , 6.04 , 0.0 , 0.0 , 0.0 , 0.0 , 

12.0 , 4508.71794872 , 3965.12820513 , 4327.69230769 , 4389.23076923 , 4220.51282051 , 4036.92307692 , 4193.84615385 , 4146.15384615 , 4266.15384615 , 4522.56410256 , 4356.92307692 , 3858.46153846 , 4375.8974359 , 4009.23076923 , 1721.0 , 1692.0 , 6.048 , 0.0 , 0.0 , 0.0 , 0.0 , 

13.0 , 4504.1025641 , 3962.05128205 , 4327.17948718 , 4389.74358974 , 4211.79487179 , 4031.79487179 , 4192.82051282 , 4152.82051282 , 4264.1025641 , 4523.58974359 , 4356.41025641 , 3870.25641026 , 4375.38461538 , 4009.74358974 , 1720.0 , 1693.0 , 6.057 , 0.0 , 0.0 , 0.0 , 0.0 , 

14.0 , 4499.48717949 , 3967.17948718 , 4333.84615385 , 4398.97435897 , 4216.92307692 , 4029.74358974 , 4192.30769231 , 4154.87179487 , 4265.12820513 , 4523.58974359 , 4357.94871795 , 3867.69230769 , 4373.33333333 , 4008.71794872 , 1720.0 , 1694.0 , 6.065 , 0.0 , 0.0 , 0.0 , 0.0 , 

15.0 , 4495.38461538 , 3964.1025641 , 4342.56410256 , 4404.1025641 , 4222.56410256 , 4031.28205128 , 4194.35897436 , 4151.79487179 , 4266.15384615 , 4523.58974359 , 4360.51282051 , 3862.05128205 , 4373.33333333 , 4008.71794872 , 1719.0 , 1694.0 , 6.072 , 0.0 , 0.0 , 0.0 , 0.0 , 

16.0 , 4504.1025641 , 3965.12820513 , 4335.8974359 , 4398.46153846 , 4218.97435897 , 4031.28205128 , 4193.84615385 , 4148.20512821 , 4265.64102564 , 4523.07692308 , 4360.51282051 , 3864.61538462 , 4373.84615385 , 4009.23076923 , 1720.0 , 1692.0 , 6.08 , 0.0 , 0.0 , 0.0 , 0.0 , 

17.0 , 4517.94871795 , 3970.76923077 , 4330.25641026 , 4389.23076923 , 4214.87179487 , 4025.64102564 , 4193.84615385 , 4147.69230769 , 4264.1025641 , 4524.1025641 , 4358.97435897 , 3874.87179487 , 4372.82051282 , 4009.74358974 , 1721.0 , 1685.0 , 6.088 , 0.0 , 0.0 , 0.0 , 0.0 , 

18.0 , 4520.51282051 , 3977.43589744 , 4330.76923077 , 4385.64102564 , 4215.38461538 , 4030.25641026 , 4193.84615385 , 4148.20512821 , 4264.61538462 , 4526.66666667 , 4358.97435897 , 3869.23076923 , 4370.76923077 , 4011.28205128 , 1720.0 , 1683.0 , 6.096 , 0.0 , 0.0 , 0.0 , 0.0 , 

19.0 , 4514.35897436 , 3979.48717949 , 4333.84615385 , 4392.30769231 , 4213.33333333 , 4032.82051282 , 4189.23076923 , 4150.25641026 , 4266.66666667 , 4527.69230769 , 4359.48717949 , 3853.33333333 , 4371.79487179 , 4012.30769231 , 1720.0 , 1681.0 , 6.104 , 0.0 , 0.0 , 0.0 , 0.0 , 

20.0 , 4513.84615385 , 3978.46153846 , 4336.92307692 , 4398.46153846 , 4212.82051282 , 4029.23076923 , 4189.23076923 , 4149.74358974 , 4266.15384615 , 4527.17948718 , 4358.97435897 , 3849.23076923 , 4375.38461538 , 4012.30769231 , 1719.0 , 1679.0 , 6.11 , 0.0 , 0.0 , 0.0 , 0.0 , 

21.0 , 4513.84615385 , 3972.82051282 , 4334.87179487 , 4393.33333333 , 4212.82051282 , 4029.74358974 , 4194.87179487 , 4148.71794872 , 4265.64102564 , 4528.20512821 , 4360.0 , 3860.0 , 4374.87179487 , 4010.25641026 , 1720.0 , 1679.0 , 6.118 , 0.0 , 0.0 , 0.0 , 0.0 , 

22.0 , 4515.8974359 , 3967.69230769 , 4327.17948718 , 4384.61538462 , 4214.35897436 , 4035.38461538 , 4194.87179487 , 4149.23076923 , 4266.15384615 , 4526.15384615 , 4359.48717949 , 3865.64102564 , 4372.82051282 , 4009.23076923 , 1721.0 , 1679.0 , 6.126 , 0.0 , 0.0 , 0.0 , 0.0 , 

23.0 , 4521.53846154 , 3969.74358974 , 4323.58974359 , 4383.58974359 , 4223.07692308 , 4035.8974359 , 4192.30769231 , 4148.71794872 , 4264.61538462 , 4524.1025641 , 4358.97435897 , 3860.51282051 , 4372.30769231 , 4010.76923077 , 1722.0 , 1680.0 , 6.135 , 0.0 , 0.0 , 0.0 , 0.0 , 

24.0 , 4514.35897436 , 3967.17948718 , 4330.76923077 , 4387.17948718 , 4226.15384615 , 4031.28205128 , 4193.84615385 , 4148.20512821 , 4263.58974359 , 4524.61538462 , 4358.97435897 , 3865.12820513 , 4373.33333333 , 4011.28205128 , 1724.0 , 1679.0 , 6.143 , 0.0 , 0.0 , 0.0 , 0.0 , 

25.0 , 4508.71794872 , 3967.17948718 , 4330.25641026 , 4390.25641026 , 4213.84615385 , 4030.76923077 , 4191.79487179 , 4149.74358974 , 4267.17948718 , 4523.58974359 , 4356.41025641 , 3866.15384615 , 4376.41025641 , 4010.25641026 , 1723.0 , 1683.0 , 6.151 , 0.0 , 0.0 , 0.0 , 0.0 , 

26.0 , 4513.84615385 , 3970.76923077 , 4330.25641026 , 4393.33333333 , 4202.05128205 , 4030.25641026 , 4189.23076923 , 4153.84615385 , 4268.20512821 , 4523.07692308 , 4357.43589744 , 3860.51282051 , 4376.41025641 , 4012.82051282 , 1722.0 , 1686.0 , 6.157 , 0.0 , 0.0 , 0.0 , 0.0 , 

27.0 , 4514.35897436 , 3971.79487179 , 4330.76923077 , 4393.33333333 , 4210.25641026 , 4031.79487179 , 4190.25641026 , 4155.8974359 , 4264.1025641 , 4526.66666667 , 4358.46153846 , 3858.46153846 , 4374.35897436 , 4014.35897436 , 1718.0 , 1690.0 , 6.166 , 0.0 , 0.0 , 0.0 , 0.0 , 

28.0 , 4506.15384615 , 3963.58974359 , 4332.30769231 , 4390.25641026 , 4217.94871795 , 4029.74358974 , 4193.33333333 , 4154.35897436 , 4264.1025641 , 4526.66666667 , 4357.94871795 , 3869.74358974 , 4373.84615385 , 4012.30769231 , 1720.0 , 1693.0 , 6.174 , 0.0 , 0.0 , 0.0 , 0.0 , 

29.0 , 4504.61538462 , 3963.07692308 , 4330.25641026 , 4389.74358974 , 4215.38461538 , 4033.33333333 , 4192.82051282 , 4148.20512821 , 4266.15384615 , 4524.1025641 , 4357.43589744 , 3863.07692308 , 4375.38461538 , 4011.28205128 , 1720.0 , 1693.0 , 6.181 , 0.0 , 0.0 , 0.0 , 0.0 , 

30.0 , 4507.69230769 , 3965.12820513 , 4331.79487179 , 4391.28205128 , 4212.30769231 , 4031.79487179 , 4193.84615385 , 4148.71794872 , 4263.58974359 , 4524.61538462 , 4359.48717949 , 3856.92307692 , 4375.38461538 , 4011.79487179 , 1721.0 , 1693.0 , 6.189 , 0.0 , 0.0 , 0.0 , 0.0 , 

31.0 , 4509.23076923 , 3970.25641026 , 4333.84615385 , 4389.74358974 , 4214.35897436 , 4033.33333333 , 4194.87179487 , 4153.33333333 , 4262.56410256 , 4526.66666667 , 4360.0 , 3856.92307692 , 4374.87179487 , 4008.71794872 , 1721.0 , 1691.0 , 6.197 , 0.0 , 0.0 , 0.0 , 0.0 , 

32.0 , 4504.61538462 , 3971.28205128 , 4342.05128205 , 4392.82051282 , 4218.46153846 , 4035.8974359 , 4194.35897436 , 4155.8974359 , 4266.15384615 , 4525.64102564 , 4358.46153846 , 3853.84615385 , 4373.84615385 , 4009.74358974 , 1720.0 , 1691.0 , 6.205 , 0.0 , 0.0 , 0.0 , 0.0 , 

33.0 , 4497.94871795 , 3967.17948718 , 4341.53846154 , 4399.48717949 , 4225.12820513 , 4037.94871795 , 4193.84615385 , 4152.82051282 , 4266.15384615 , 4523.58974359 , 4358.46153846 , 3853.33333333 , 4374.87179487 , 4011.79487179 , 1720.0 , 1688.0 , 6.213 , 0.0 , 0.0 , 0.0 , 0.0 , 

34.0 , 4496.41025641 , 3956.41025641 , 4331.28205128 , 4398.97435897 , 4224.61538462 , 4034.35897436 , 4196.41025641 , 4151.79487179 , 4264.1025641 , 4524.1025641 , 4359.48717949 , 3870.25641026 , 4374.87179487 , 4009.23076923 , 1722.0 , 1685.0 , 6.221 , 0.0 , 0.0 , 0.0 , 0.0 , 

35.0 , 4506.66666667 , 3959.48717949 , 4327.17948718 , 4391.28205128 , 4222.56410256 , 4034.87179487 , 4196.92307692 , 4151.79487179 , 4265.12820513 , 4525.12820513 , 4358.46153846 , 3872.30769231 , 4373.84615385 , 4008.71794872 , 1723.0 , 1682.0 , 6.229 , 0.0 , 0.0 , 0.0 , 0.0 , 

36.0 , 4518.46153846 , 3972.82051282 , 4332.30769231 , 4387.17948718 , 4219.48717949 , 4030.76923077 , 4193.84615385 , 4149.23076923 , 4265.12820513 , 4523.58974359 , 4357.94871795 , 3858.46153846 , 4374.35897436 , 4013.33333333 , 1722.0 , 1682.0 , 6.237 , 0.0 , 0.0 , 0.0 , 0.0 , 

37.0 , 4522.05128205 , 3979.48717949 , 4332.30769231 , 4386.66666667 , 4211.28205128 , 4026.66666667 , 4192.30769231 , 4147.17948718 , 4264.61538462 , 4523.07692308 , 4357.43589744 , 3856.41025641 , 4374.87179487 , 4012.82051282 , 1722.0 , 1681.0 , 6.244 , 0.0 , 0.0 , 0.0 , 0.0 , 

38.0 , 4518.97435897 , 3972.30769231 , 4328.20512821 , 4388.20512821 , 4207.69230769 , 4030.76923077 , 4190.25641026 , 4149.74358974 , 4265.12820513 , 4525.12820513 , 4356.92307692 , 3860.51282051 , 4373.33333333 , 4007.69230769 , 1722.0 , 1682.0 , 6.252 , 0.0 , 0.0 , 0.0 , 0.0 , 

39.0 , 4513.84615385 , 3965.64102564 , 4329.74358974 , 4389.74358974 , 4214.35897436 , 4032.82051282 , 4190.25641026 , 4151.79487179 , 4264.61538462 , 4526.15384615 , 4358.97435897 , 3861.53846154 , 4372.82051282 , 4008.20512821 , 1724.0 , 1682.0 , 6.26 , 0.0 , 0.0 , 0.0 , 0.0 , 

40.0 , 4513.84615385 , 3974.35897436 , 4331.28205128 , 4391.28205128 , 4219.48717949 , 4031.79487179 , 4192.82051282 , 4148.71794872 , 4265.12820513 , 4524.1025641 , 4360.51282051 , 3860.0 , 4374.35897436 , 4011.28205128 , 1724.0 , 1683.0 , 6.267 , 0.0 , 0.0 , 0.0 , 0.0 , 

41.0 , 4516.41025641 , 3977.43589744 , 4334.87179487 , 4392.82051282 , 4216.92307692 , 4030.25641026 , 4195.38461538 , 4149.23076923 , 4265.64102564 , 4526.15384615 , 4358.97435897 , 3862.05128205 , 4375.38461538 , 4010.76923077 , 1723.0 , 1685.0 , 6.276 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 4514.35897436 , 3971.79487179 , 4335.38461538 , 4391.28205128 , 4215.8974359 , 4036.41025641 , 4192.82051282 , 4151.28205128 , 4264.61538462 , 4527.69230769 , 4357.94871795 , 3858.97435897 , 4374.35897436 , 4009.74358974 , 1724.0 , 1685.0 , 6.284 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 4508.71794872 , 3966.66666667 , 4336.92307692 , 4389.74358974 , 4216.41025641 , 4041.02564103 , 4191.28205128 , 4152.82051282 , 4265.12820513 , 4526.15384615 , 4358.46153846 , 3857.94871795 , 4373.84615385 , 4007.69230769 , 1724.0 , 1687.0 , 6.291 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 4512.30769231 , 3971.28205128 , 4336.41025641 , 4392.30769231 , 4215.38461538 , 4037.43589744 , 4192.82051282 , 4153.33333333 , 4268.20512821 , 4525.12820513 , 4358.97435897 , 3861.53846154 , 4374.35897436 , 4009.23076923 , 1725.0 , 1686.0 , 6.299 , 0.0 , 0.0 , 0.0 , 0.0 , 

45.0 , 4512.82051282 , 3968.20512821 , 4336.92307692 , 4393.84615385 , 4213.84615385 , 4029.74358974 , 4194.35897436 , 4153.84615385 , 4266.15384615 , 4527.17948718 , 4361.02564103 , 3873.33333333 , 4373.84615385 , 4015.8974359 , 1724.0 , 1685.0 , 6.307 , 0.0 , 0.0 , 0.0 , 0.0 , 

46.0 , 4509.74358974 , 3968.71794872 , 4332.82051282 , 4392.30769231 , 4215.38461538 , 4031.79487179 , 4192.30769231 , 4152.30769231 , 4263.07692308 , 4526.66666667 , 4361.53846154 , 3869.74358974 , 4374.35897436 , 4014.35897436 , 1724.0 , 1685.0 , 6.315 , 0.0 , 0.0 , 0.0 , 0.0 , 

47.0 , 4511.28205128 , 3972.30769231 , 4333.84615385 , 4390.25641026 , 4212.82051282 , 4032.30769231 , 4191.28205128 , 4152.30769231 , 4266.15384615 , 4524.1025641 , 4359.48717949 , 3861.53846154 , 4375.38461538 , 4008.71794872 , 1722.0 , 1686.0 , 6.323 , 0.0 , 0.0 , 0.0 , 0.0 , 

48.0 , 4513.33333333 , 3971.79487179 , 4334.35897436 , 4389.74358974 , 4211.79487179 , 4031.28205128 , 4191.28205128 , 4150.25641026 , 4268.20512821 , 4525.64102564 , 4356.92307692 , 3860.0 , 4375.38461538 , 4010.25641026 , 1723.0 , 1685.0 , 6.33 , 0.0 , 0.0 , 0.0 , 0.0 , 

49.0 , 4507.69230769 , 3962.56410256 , 4332.82051282 , 4390.76923077 , 4214.87179487 , 4030.76923077 , 4194.87179487 , 4149.74358974 , 4265.64102564 , 4527.17948718 , 4356.92307692 , 3867.69230769 , 4375.38461538 , 4013.33333333 , 1722.0 , 1684.0 , 6.338 , 0.0 , 0.0 , 0.0 , 0.0 , 

50.0 , 4506.66666667 , 3966.15384615 , 4330.25641026 , 4391.79487179 , 4218.97435897 , 4033.84615385 , 4195.8974359 , 4151.79487179 , 4263.58974359 , 4526.66666667 , 4356.92307692 , 3866.66666667 , 4374.35897436 , 4010.76923077 , 1722.0 , 1684.0 , 6.346 , 0.0 , 0.0 , 0.0 , 0.0 , 

51.0 , 4511.79487179 , 3971.79487179 , 4332.82051282 , 4391.79487179 , 4215.8974359 , 4031.79487179 , 4194.35897436 , 4152.30769231 , 4265.64102564 , 4525.12820513 , 4357.94871795 , 3865.64102564 , 4371.79487179 , 4010.76923077 , 1721.0 , 1683.0 , 6.354 , 0.0 , 0.0 , 0.0 , 0.0 , 

52.0 , 4515.8974359 , 3972.30769231 , 4335.8974359 , 4392.82051282 , 4214.87179487 , 4028.71794872 , 4193.33333333 , 4150.76923077 , 4267.69230769 , 4525.64102564 , 4360.51282051 , 3863.07692308 , 4372.30769231 , 4013.33333333 , 1721.0 , 1686.0 , 6.362 , 0.0 , 0.0 , 0.0 , 0.0 , 

53.0 , 4512.30769231 , 3969.74358974 , 4336.41025641 , 4392.82051282 , 4219.48717949 , 4032.82051282 , 4194.35897436 , 4151.79487179 , 4265.64102564 , 4526.66666667 , 4358.46153846 , 3855.8974359 , 4375.38461538 , 4011.79487179 , 1721.0 , 1685.0 , 6.369 , 0.0 , 0.0 , 0.0 , 0.0 , 

54.0 , 4508.20512821 , 3967.17948718 , 4337.43589744 , 4390.25641026 , 4220.51282051 , 4037.94871795 , 4195.8974359 , 4152.30769231 , 4262.56410256 , 4524.1025641 , 4356.92307692 , 3856.92307692 , 4375.38461538 , 4010.25641026 , 1721.0 , 1686.0 , 6.377 , 0.0 , 0.0 , 0.0 , 0.0 , 

55.0 , 4512.30769231 , 3969.74358974 , 4334.87179487 , 4390.76923077 , 4218.46153846 , 4033.84615385 , 4194.87179487 , 4150.25641026 , 4263.58974359 , 4522.56410256 , 4358.46153846 , 3859.48717949 , 4373.33333333 , 4011.79487179 , 1722.0 , 1686.0 , 6.385 , 0.0 , 0.0 , 0.0 , 0.0 , 

56.0 , 4515.38461538 , 3974.35897436 , 4335.38461538 , 4392.30769231 , 4215.38461538 , 4029.23076923 , 4193.84615385 , 4150.25641026 , 4266.15384615 , 4524.61538462 , 4359.48717949 , 3858.46153846 , 4373.33333333 , 4013.33333333 , 1721.0 , 1687.0 , 6.393 , 0.0 , 0.0 , 0.0 , 0.0 , 

57.0 , 4512.82051282 , 3974.87179487 , 4333.84615385 , 4392.82051282 , 4216.41025641 , 4033.33333333 , 4193.84615385 , 4150.76923077 , 4265.64102564 , 4527.17948718 , 4357.43589744 , 3859.48717949 , 4374.87179487 , 4012.82051282 , 1722.0 , 1687.0 , 6.401 , 0.0 , 0.0 , 0.0 , 0.0 , 

58.0 , 4509.23076923 , 3968.20512821 , 4334.87179487 , 4392.82051282 , 4217.94871795 , 4030.76923077 , 4194.87179487 , 4153.84615385 , 4264.1025641 , 4525.64102564 , 4356.92307692 , 3868.71794872 , 4376.92307692 , 4011.79487179 , 1721.0 , 1687.0 , 6.409 , 0.0 , 0.0 , 0.0 , 0.0 , 

59.0 , 4513.33333333 , 3969.74358974 , 4333.33333333 , 4392.30769231 , 4217.94871795 , 4028.20512821 , 4194.35897436 , 4150.25641026 , 4265.64102564 , 4524.61538462 , 4358.97435897 , 3867.17948718 , 4375.8974359 , 4011.79487179 , 1722.0 , 1687.0 , 6.415 , 0.0 , 0.0 , 0.0 , 0.0 , 

60.0 , 4515.38461538 , 3968.20512821 , 4332.82051282 , 4392.82051282 , 4212.30769231 , 4026.66666667 , 4194.35897436 , 4145.12820513 , 4267.69230769 , 4525.64102564 , 4362.05128205 , 3871.28205128 , 4373.84615385 , 4009.74358974 , 1722.0 , 1687.0 , 6.424 , 0.0 , 0.0 , 0.0 , 0.0 , 

61.0 , 4514.87179487 , 3969.23076923 , 4331.28205128 , 4392.30769231 , 4212.30769231 , 4028.20512821 , 4192.82051282 , 4146.66666667 , 4265.64102564 , 4524.61538462 , 4361.02564103 , 3870.76923077 , 4374.35897436 , 4008.20512821 , 1722.0 , 1685.0 , 6.432 , 0.0 , 0.0 , 0.0 , 0.0 , 

62.0 , 4513.33333333 , 3969.74358974 , 4332.30769231 , 4390.25641026 , 4218.46153846 , 4029.23076923 , 4192.82051282 , 4151.79487179 , 4263.58974359 , 4525.64102564 , 4358.97435897 , 3863.58974359 , 4373.33333333 , 4011.28205128 , 1721.0 , 1684.0 , 6.44 , 0.0 , 0.0 , 0.0 , 0.0 , 

63.0 , 4511.79487179 , 3967.69230769 , 4329.74358974 , 4389.23076923 , 4222.56410256 , 4033.33333333 , 4193.33333333 , 4151.28205128 , 4267.17948718 , 4526.15384615 , 4359.48717949 , 3860.0 , 4373.84615385 , 4010.76923077 , 1721.0 , 1684.0 , 6.448 , 0.0 , 0.0 , 0.0 , 0.0 , 

64.0 , 4506.15384615 , 3960.51282051 , 4330.25641026 , 4391.79487179 , 4216.92307692 , 4032.30769231 , 4195.38461538 , 4149.23076923 , 4268.71794872 , 4523.58974359 , 4360.0 , 3874.87179487 , 4375.38461538 , 4010.25641026 , 1723.0 , 1682.0 , 6.455 , 0.0 , 0.0 , 0.0 , 0.0 , 

65.0 , 4507.17948718 , 3966.66666667 , 4332.30769231 , 4390.76923077 , 4212.82051282 , 4033.33333333 , 4193.84615385 , 4148.71794872 , 4266.15384615 , 4522.05128205 , 4357.94871795 , 3870.76923077 , 4375.38461538 , 4012.82051282 , 1722.0 , 1682.0 , 6.463 , 0.0 , 0.0 , 0.0 , 0.0 , 

